CHR	CENTER	MEAN_DELTA	N_SNPS
5	10002769	0.000852	12597
5	10102769	0.001506	12279
5	10202769	-0.000980	11628
5	10302769	-0.000050	10905
5	10402769	0.003650	10487
5	10502769	0.000952	10048
5	10602769	0.001431	9922
5	10702769	0.004350	9588
5	10802769	0.014076	9328
5	10902769	0.015485	9183
5	11002769	0.010190	9104
5	11102769	0.011084	8979
5	11202769	0.009940	9382
5	11302769	0.007000	9755
5	11402769	0.000165	10229
5	11502769	-0.006364	10888
5	11602769	-0.002771	11388
5	11702769	-0.003578	11228
5	11802769	-0.010442	10707
5	11902769	-0.010262	10591
5	12002769	-0.006129	10395
5	12102769	-0.001353	10598
5	12202769	0.000190	10790
5	12302769	0.001224	10860
5	12402769	0.010760	10081
5	12502769	0.019758	8933
5	12602769	0.013720	8045
5	12702769	0.014239	7985
5	12802769	0.018496	8364
5	12902769	0.016765	8254
5	13002769	0.010600	8497
5	13102769	0.003070	8963
5	13202769	0.000343	8518
5	13302769	0.004363	8024
5	13402769	0.003535	7868
5	13502769	0.009027	8108
5	13602769	0.013926	8854
5	13702769	0.004616	9549
5	13802769	0.006574	9167
5	13902769	0.007383	9695
5	14002769	0.012139	10123
5	14102769	0.015439	9908
5	14202769	0.011700	10115
5	14302769	0.010596	10094
5	14402769	0.007856	10207
5	14502769	0.006487	10071
5	14602769	0.004008	9808
5	14702769	0.011370	9171
5	14802769	0.004252	9203
5	14902769	0.001267	8949
5	15002769	-0.001882	8383
5	15102769	-0.001287	8618
5	15202769	0.002086	8572
5	15302769	0.005236	8908
5	15402769	0.003837	9211
5	15502769	0.006004	10379
5	15602769	0.007989	10439
5	15702769	0.008415	11353
5	15802769	0.008731	11347
5	15902769	0.009736	11275
5	16002769	0.006814	12001
5	16102769	-0.003516	12507
5	16202769	-0.007145	13395
5	16302769	-0.010065	13275
5	16402769	-0.013454	13171
5	16502769	-0.019801	12456
5	16602769	-0.018335	13136
5	16702769	-0.017092	12339
5	16802769	-0.015360	12286
5	16902769	-0.013089	12416
5	17002769	-0.013253	12119
5	17102769	-0.004310	11352
5	17202769	-0.001426	10497
5	17302769	-0.004042	10545
5	17402769	-0.003609	10580
5	17502769	0.002659	10708
5	17602769	0.005696	10583
5	17702769	0.003202	11164
5	17802769	0.003127	11452
5	17902769	-0.001711	11476
5	18002769	-0.002299	11888
5	18102769	0.000712	12140
5	18202769	0.003130	12147
5	18302769	0.004858	12476
5	18402769	0.007143	12487
5	18502769	0.002872	12861
5	18602769	-0.004713	12711
5	18702769	-0.004582	12670
5	18802769	-0.007126	12917
5	18902769	-0.003313	12372
5	19002769	-0.002274	11277
5	19102769	-0.003297	11290
5	19202769	-0.003029	11210
5	19302769	0.000014	10922
5	19402769	0.002053	10427
5	19502769	0.005850	9762
5	19602769	0.013126	9486
5	19702769	0.014398	9272
5	19802769	0.021265	9104
5	19902769	0.023203	9486
5	20002769	0.025164	10174
5	20102769	0.019716	10090
5	20202769	0.018798	10555
5	20302769	0.017830	10896
5	20402769	0.016930	11063
5	20502769	0.014755	10315
5	20602769	0.013580	9254
5	20702769	0.014414	8097
5	20802769	0.011532	7024
5	20902769	0.007598	6123
5	21002769	0.000510	4884
5	21102769	0.010773	3646
5	21202769	0.012704	2413
5	21302769	0.001954	1129
5	21402769	0.005893	272
6	501315	-0.004475	8439
6	601315	-0.002691	9645
6	701315	-0.002445	10101
6	801315	0.000221	11222
6	901315	-0.000698	11838
6	1001315	0.001588	12033
6	1101315	0.000870	12467
6	1201315	0.003213	12866
6	1301315	0.001205	12687
6	1401315	0.001146	13122
6	1501315	0.005636	13066
6	1601315	-0.000022	12461
6	1701315	0.000338	12641
6	1801315	-0.001960	12072
6	1901315	-0.001433	11344
6	2001315	-0.004514	11120
6	2101315	-0.006915	10579
6	2201315	-0.005791	10301
6	2301315	-0.007197	10424
6	2401315	-0.010040	9909
6	2501315	-0.012710	9813
6	2601315	-0.005202	9731
6	2701315	-0.006681	9208
6	2801315	-0.002996	9162
6	2901315	-0.002271	9184
6	3001315	-0.000513	9272
6	3101315	-0.001837	9788
6	3201315	-0.004934	9567
6	3301315	-0.001856	9164
6	3401315	-0.000793	9188
6	3501315	-0.000155	9138
6	3601315	-0.003501	9037
6	3701315	0.002643	9355
6	3801315	-0.001313	9317
6	3901315	0.002378	9553
6	4001315	-0.002735	9563
6	4101315	-0.002071	9296
6	4201315	0.002077	9462
6	4301315	0.005218	9734
6	4401315	0.006955	9708
6	4501315	-0.000625	9849
6	4601315	0.002404	9611
6	4701315	-0.004605	8825
6	4801315	0.000964	8654
6	4901315	-0.003265	8470
6	5001315	0.006503	8221
6	5101315	0.004508	8049
6	5201315	0.001565	7609
6	5301315	-0.002505	7677
6	5401315	-0.002188	7612
6	5501315	0.007193	7563
6	5601315	0.007553	7421
6	5701315	0.010574	8029
6	5801315	0.008805	7746
6	5901315	0.006991	7976
6	6001315	0.000026	7814
6	6101315	-0.000139	8060
6	6201315	-0.004621	8394
6	6301315	-0.002222	8328
6	6401315	-0.003873	8443
6	6501315	-0.001467	8196
6	6601315	-0.003480	8027
6	6701315	-0.004485	7831
6	6801315	-0.004909	7820
6	6901315	-0.001129	8202
6	7001315	0.003940	8256
6	7101315	0.005061	8178
6	7201315	0.008477	8370
6	7301315	0.007618	8368
6	7401315	0.006649	8413
6	7501315	0.004374	8467
6	7601315	0.005300	8776
6	7701315	0.011332	9240
6	7801315	0.011143	9417
6	7901315	0.010658	8814
6	8001315	0.008918	8624
6	8101315	0.014198	8745
6	8201315	0.013677	8661
6	8301315	0.010511	8656
6	8401315	0.014312	8342
6	8501315	0.015242	8414
6	8601315	0.018010	8366
6	8701315	0.015436	8220
6	8801315	0.014536	7960
6	8901315	0.005729	8382
6	9001315	0.007148	8615
6	9101315	0.000799	8729
6	9201315	-0.002954	9300
6	9301315	0.000330	9608
6	9401315	-0.001337	10582
6	9501315	-0.002624	10143
6	9601315	-0.006612	9841
6	9701315	-0.011864	9294
6	9801315	-0.011767	9337
6	9901315	-0.005293	9001
6	10001315	-0.008091	8845
6	10101315	-0.003691	8670
6	10201315	-0.000346	8142
6	10301315	-0.004869	7782
6	10401315	-0.004750	6785
6	10501315	-0.006529	6921
6	10601315	-0.003115	7270
6	10701315	-0.008161	7156
6	10801315	-0.012067	7379
6	10901315	-0.013310	6977
6	11001315	-0.012903	6514
6	11101315	-0.016402	5730
6	11201315	-0.010425	5494
6	11301315	-0.008285	5827
6	11401315	-0.007938	6190
6	11501315	-0.010133	6263
6	11601315	-0.010103	5955
6	11701315	-0.004960	6079
6	11801315	-0.001363	5896
6	11901315	0.000917	6052
6	12001315	0.001142	6727
6	12101315	-0.000791	7344
6	12201315	0.004264	7517
6	12301315	0.004509	7451
6	12401315	0.000706	7265
6	12501315	0.002717	7292
6	12601315	0.000741	7459
6	12701315	0.001323	7428
6	12801315	0.000950	7558
6	12901315	-0.000142	8039
6	13001315	-0.000329	8159
6	13101315	0.000545	8127
6	13201315	-0.006801	7836
6	13301315	-0.008125	7491
6	13401315	-0.005359	7672
6	13501315	-0.002721	7646
6	13601315	-0.002733	7492
6	13701315	-0.000901	7746
6	13801315	0.001396	7768
6	13901315	-0.000125	7414
6	14001315	0.001009	8066
6	14101315	0.003828	8338
6	14201315	0.000626	8777
6	14301315	0.001844	9040
6	14401315	0.000785	8795
6	14501315	-0.003636	9057
6	14601315	-0.002161	9341
6	14701315	-0.003133	9270
6	14801315	-0.002372	9840
6	14901315	-0.000098	10141
6	15001315	-0.000522	9609
6	15101315	-0.003466	9508
6	15201315	0.000901	9453
6	15301315	-0.001237	9697
6	15401315	-0.000067	9794
6	15501315	0.000605	10146
6	15601315	0.002137	10281
6	15701315	-0.002238	10550
6	15801315	-0.002196	10184
6	15901315	-0.000776	10006
6	16001315	-0.003681	9787
6	16101315	-0.002898	9700
6	16201315	-0.005540	9555
6	16301315	-0.007582	9507
6	16401315	-0.003844	9705
6	16501315	-0.001161	8842
6	16601315	-0.006201	8992
6	16701315	0.001834	9660
6	16801315	-0.002057	9682
6	16901315	-0.001890	9893
6	17001315	0.001422	10141
6	17101315	0.001992	10353
6	17201315	-0.002864	11056
6	17301315	0.004058	11734
6	17401315	-0.000032	12499
6	17501315	0.000655	13075
6	17601315	0.000583	12763
6	17701315	-0.001964	12208
6	17801315	0.000951	12390
6	17901315	-0.003375	12630
6	18001315	-0.007349	12821
6	18101315	-0.010836	13015
6	18201315	-0.007058	12229
6	18301315	-0.007660	11264
6	18401315	-0.007759	10039
6	18501315	-0.011231	9890
6	18601315	-0.009921	9683
6	18701315	-0.008483	9553
6	18801315	-0.010279	9273
6	18901315	-0.010341	8928
6	19001315	-0.006886	8445
6	19101315	-0.007755	8115
6	19201315	-0.009821	8502
6	19301315	-0.015865	8640
6	19401315	-0.017365	8725
6	19501315	-0.013721	8466
6	19601315	-0.014300	8426
6	19701315	-0.015791	8149
6	19801315	-0.015910	7719
6	19901315	-0.013317	7371
6	20001315	-0.012108	7491
6	20101315	-0.003519	7493
6	20201315	-0.000705	6817
6	20301315	0.001461	5878
6	20401315	0.005485	5211
6	20501315	0.004816	4593
6	20601315	0.008308	4024
6	20701315	0.008376	3307
6	20801315	0.007857	2814
6	20901315	0.010024	2237
6	21001315	0.015444	1346
6	21101315	0.005885	443
6	21201315	0.001449	22
7	502956	0.005811	6047
7	602956	0.003549	6898
7	702956	0.004676	7631
7	802956	0.002778	8488
7	902956	-0.002009	9455
7	1002956	-0.000656	9010
7	1102956	0.002720	9170
7	1202956	0.000981	9317
7	1302956	0.001630	9256
7	1402956	0.003537	9417
7	1502956	0.003141	9493
7	1602956	0.007859	9877
7	1702956	0.007156	10186
7	1802956	0.006985	10263
7	1902956	0.014930	9985
7	2002956	0.014316	10293
7	2102956	0.012191	9992
7	2202956	0.007348	10071
7	2302956	0.008605	9374
7	2402956	0.010360	9302
7	2502956	0.011767	8959
7	2602956	0.007412	8315
7	2702956	0.011967	8032
7	2802956	0.013257	8119
7	2902956	0.010255	8420
7	3002956	0.005328	9037
7	3102956	0.007789	9331
7	3202956	0.008747	9531
7	3302956	0.004731	10089
7	3402956	0.000520	10038
7	3502956	-0.004854	10527
7	3602956	-0.002512	10719
7	3702956	-0.005557	10933
7	3802956	-0.002656	11003
7	3902956	-0.002332	10443
7	4002956	-0.001146	9493
7	4102956	-0.003968	9114
7	4202956	0.000114	8617
7	4302956	0.000773	8284
7	4402956	-0.000918	7934
7	4502956	0.001519	7531
7	4602956	0.000571	7410
7	4702956	0.001716	6793
7	4802956	-0.002447	6140
7	4902956	-0.008665	6326
7	5002956	-0.007971	6290
7	5102956	-0.023688	6453
7	5202956	-0.009658	6848
7	5302956	0.003338	6747
7	5402956	0.004821	6874
7	5502956	0.006259	6714
7	5602956	0.009455	7110
7	5702956	0.010394	7553
7	5802956	0.014163	7632
7	5902956	0.020308	7599
7	6002956	0.017398	7792
7	6102956	0.031272	7672
7	6202956	0.019508	7303
7	6302956	-0.001296	7549
7	6402956	0.004096	7804
7	6502956	0.005262	7998
7	6602956	0.002205	7716
7	6702956	-0.000636	7946
7	6802956	-0.004760	8344
7	6902956	-0.009621	8351
7	7002956	-0.002532	8659
7	7102956	-0.000230	8535
7	7202956	0.000529	8461
7	7302956	0.003090	8342
7	7402956	-0.000241	8459
7	7502956	0.000303	8625
7	7602956	0.003352	8939
7	7702956	0.000723	8655
7	7802956	0.001576	8812
7	7902956	-0.000896	9029
7	8002956	0.003466	8909
7	8102956	0.004390	9506
7	8202956	0.004057	9420
7	8302956	0.005706	9504
7	8402956	0.005056	9641
7	8502956	0.002387	9843
7	8602956	-0.004368	9800
7	8702956	-0.009466	10197
7	8802956	-0.008330	10323
7	8902956	-0.007472	10649
7	9002956	-0.021064	10516
7	9102956	-0.021783	10069
7	9202956	-0.024978	10294
7	9302956	-0.023861	9993
7	9402956	-0.024092	9477
7	9502956	-0.024408	9272
7	9602956	-0.017239	9191
7	9702956	-0.012737	8864
7	9802956	-0.016152	8421
7	9902956	-0.019033	7665
7	10002956	-0.004650	7956
7	10102956	-0.009033	8191
7	10202956	-0.000333	8613
7	10302956	-0.001624	9021
7	10402956	0.000050	9462
7	10502956	0.003741	9167
7	10602956	-0.001310	8944
7	10702956	-0.003836	9055
7	10802956	-0.004482	9096
7	10902956	0.001720	9410
7	11002956	-0.002183	9125
7	11102956	-0.001717	9411
7	11202956	-0.009054	9415
7	11302956	-0.013535	9481
7	11402956	-0.010963	9232
7	11502956	-0.015174	9585
7	11602956	-0.012120	9756
7	11702956	-0.007615	9791
7	11802956	-0.004316	9734
7	11902956	-0.006129	9714
7	12002956	-0.005101	10000
7	12102956	-0.003327	9575
7	12202956	0.004605	9758
7	12302956	0.010238	10214
7	12402956	-0.000303	10372
7	12502956	-0.002109	10286
7	12602956	-0.005713	10230
7	12702956	-0.005166	10594
7	12802956	-0.006683	11224
7	12902956	-0.005694	10969
7	13002956	-0.006079	11050
7	13102956	-0.004478	11127
7	13202956	-0.006729	10845
7	13302956	-0.007487	10377
7	13402956	0.000188	10253
7	13502956	0.005028	10471
7	13602956	0.007185	10601
7	13702956	0.009119	10197
7	13802956	0.011445	10064
7	13902956	0.013054	10588
7	14002956	0.016434	10613
7	14102956	0.015537	10795
7	14202956	0.012896	10697
7	14302956	0.013710	10652
7	14402956	0.010100	10676
7	14502956	0.009782	10484
7	14602956	0.010379	10143
7	14702956	0.010317	9959
7	14802956	0.004957	9813
7	14902956	-0.001733	9311
7	15002956	-0.009374	9133
7	15102956	-0.007030	9159
7	15202956	-0.008478	9223
7	15302956	-0.006310	9372
7	15402956	-0.003784	9386
7	15502956	-0.005819	9243
7	15602956	-0.006134	9619
7	15702956	-0.005642	9667
7	15802956	-0.002651	9280
7	15902956	0.001382	9336
7	16002956	0.003908	9458
7	16102956	0.000759	9415
7	16202956	0.001314	9299
7	16302956	-0.005281	9002
7	16402956	-0.003148	9266
7	16502956	0.001453	9358
7	16602956	-0.002319	9314
7	16702956	-0.005237	9512
7	16802956	-0.007463	9755
7	16902956	-0.008075	10270
7	17002956	-0.006111	10236
7	17102956	-0.005661	10040
7	17202956	-0.003587	10146
7	17302956	0.000177	10388
7	17402956	-0.000167	10190
7	17502956	-0.007756	10466
7	17602956	-0.002644	10544
7	17702956	-0.003529	10924
7	17802956	-0.002495	11317
7	17902956	-0.003896	11704
7	18002956	-0.002482	12566
7	18102956	-0.002104	13171
7	18202956	-0.001856	13974
7	18302956	-0.003369	14002
7	18402956	-0.004956	14317
7	18502956	-0.001840	14075
7	18602956	-0.002313	13909
7	18702956	-0.000071	13569
7	18802956	0.001020	13717
7	18902956	-0.001065	13354
7	19002956	-0.005141	12311
7	19102956	-0.006409	12052
7	19202956	-0.009187	11358
7	19302956	-0.009192	11339
7	19402956	-0.007416	10756
7	19502956	-0.007319	10649
7	19602956	-0.010031	10547
7	19702956	-0.011753	9588
7	19802956	-0.013907	8093
7	19902956	-0.009709	6828
7	20002956	-0.007701	5960
7	20102956	-0.010726	4734
7	20202956	-0.007032	3598
7	20302956	-0.003519	2478
7	20402956	-0.014100	1731
7	20502956	-0.012763	898
7	20602956	-0.008171	88
7	20702956	-0.083949	15
8	530329	-0.001462	8095
8	630329	-0.000366	8730
8	730329	-0.004525	8913
8	830329	-0.009266	8919
8	930329	-0.008291	8974
8	1030329	-0.006272	9387
8	1130329	-0.003912	9944
8	1230329	-0.002172	9845
8	1330329	0.000917	10468
8	1430329	0.004615	11040
8	1530329	0.004564	11468
8	1630329	0.001947	11473
8	1730329	0.003273	11789
8	1830329	0.004840	11972
8	1930329	0.005161	11756
8	2030329	0.005196	11230
8	2130329	0.001424	10326
8	2230329	0.002456	10088
8	2330329	0.003754	9796
8	2430329	0.009267	9832
8	2530329	0.006795	9988
8	2630329	0.012116	10076
8	2730329	0.013456	10209
8	2830329	0.013559	10061
8	2930329	0.008903	10564
8	3030329	0.007099	10885
8	3130329	0.005637	11353
8	3230329	0.006720	11365
8	3330329	0.005816	11437
8	3430329	-0.000987	10935
8	3530329	0.000867	11047
8	3630329	-0.007313	11264
8	3730329	-0.006549	10895
8	3830329	-0.007243	11255
8	3930329	-0.003448	10282
8	4030329	-0.004604	10516
8	4130329	-0.001843	10125
8	4230329	-0.003490	9825
8	4330329	-0.006445	9756
8	4430329	-0.004751	10007
8	4530329	-0.004450	9916
8	4630329	0.001917	9475
8	4730329	0.000181	10022
8	4830329	0.001083	9673
8	4930329	-0.000088	9997
8	5030329	0.003170	9539
8	5130329	0.006165	9926
8	5230329	0.003178	10110
8	5330329	0.000080	10065
8	5430329	-0.001510	10077
8	5530329	-0.003401	9682
8	5630329	-0.004408	10091
8	5730329	-0.005718	9516
8	5830329	-0.004108	9603
8	5930329	-0.002784	9428
8	6030329	-0.003965	9347
8	6130329	-0.006184	9249
8	6230329	0.000136	9301
8	6330329	0.004444	9211
8	6430329	0.003074	8966
8	6530329	0.002760	8890
8	6630329	0.006628	8358
8	6730329	0.008799	8024
8	6830329	0.008472	7670
8	6930329	0.003362	7836
8	7030329	0.004807	7910
8	7130329	0.003166	7695
8	7230329	0.001516	7415
8	7330329	0.002386	7411
8	7430329	-0.000580	7518
8	7530329	0.006795	8138
8	7630329	0.003812	9201
8	7730329	-0.004393	9837
8	7830329	-0.005608	10109
8	7930329	-0.001487	10151
8	8030329	0.000443	10108
8	8130329	0.002236	10343
8	8230329	0.002800	10478
8	8330329	0.003499	10525
8	8430329	0.003062	10867
8	8530329	-0.002156	10538
8	8630329	0.000389	9949
8	8730329	0.008466	9498
8	8830329	0.010399	9207
8	8930329	0.006101	9660
8	9030329	0.000086	10297
8	9130329	-0.011362	11126
8	9230329	-0.010609	12393
8	9330329	-0.008545	12253
8	9430329	-0.005447	12179
8	9530329	-0.005058	11777
8	9630329	-0.008548	10989
8	9730329	-0.008980	10868
8	9830329	-0.008565	10663
8	9930329	-0.005367	10142
8	10030329	-0.002972	9356
8	10130329	0.007198	8201
8	10230329	0.007191	6874
8	10330329	0.001166	6828
8	10430329	-0.001199	6511
8	10530329	-0.002158	6422
8	10630329	-0.002009	6445
8	10730329	-0.003851	6362
8	10830329	-0.004803	6379
8	10930329	-0.004959	6040
8	11030329	-0.004986	6051
8	11130329	-0.003662	6032
8	11230329	-0.003915	5683
8	11330329	-0.006411	5541
8	11430329	-0.007424	5197
8	11530329	-0.007976	5223
8	11630329	-0.012119	5569
8	11730329	-0.011586	5677
8	11830329	-0.010377	6053
8	11930329	-0.011777	6262
8	12030329	-0.008910	6850
8	12130329	0.009472	7914
8	12230329	0.017302	8568
8	12330329	0.017857	9262
8	12430329	0.017665	9560
8	12530329	0.017319	9606
8	12630329	0.021619	10530
8	12730329	0.017922	12211
8	12830329	0.023581	12900
8	12930329	0.025003	14637
8	13030329	0.028680	14814
8	13130329	0.022996	14355
8	13230329	0.017830	14475
8	13330329	0.016276	14945
8	13430329	0.017851	15223
8	13530329	0.017863	15756
8	13630329	0.014037	14815
8	13730329	0.015327	13431
8	13830329	0.007720	12770
8	13930329	0.002294	11495
8	14030329	-0.002263	10843
8	14130329	-0.003892	10370
8	14230329	-0.002560	10207
8	14330329	-0.001368	9558
8	14430329	-0.003603	9240
8	14530329	-0.005436	9238
8	14630329	-0.004499	9623
8	14730329	-0.008405	10056
8	14830329	-0.008329	10048
8	14930329	-0.006479	10117
8	15030329	-0.005777	10111
8	15130329	-0.009718	10404
8	15230329	-0.012289	10654
8	15330329	-0.009263	10441
8	15430329	-0.006533	10882
8	15530329	-0.001025	10768
8	15630329	0.001665	10478
8	15730329	0.006297	9868
8	15830329	0.008877	9709
8	15930329	0.004541	9872
8	16030329	0.002706	10314
8	16130329	0.003620	9956
8	16230329	0.008814	9551
8	16330329	0.010005	9578
8	16430329	0.008051	9236
8	16530329	0.003964	8892
8	16630329	0.005946	9125
8	16730329	0.005522	9160
8	16830329	0.003873	9226
8	16930329	0.010261	9034
8	17030329	0.009932	9037
8	17130329	0.013171	9474
8	17230329	0.009078	10173
8	17330329	0.006288	10135
8	17430329	0.002442	10455
8	17530329	0.002972	11097
8	17630329	0.002566	10735
8	17730329	0.002011	10827
8	17830329	0.001594	11106
8	17930329	-0.001004	10968
8	18030329	-0.000690	10622
8	18130329	-0.006002	10732
8	18230329	-0.004524	10002
8	18330329	-0.010628	10339
8	18430329	-0.005702	10679
8	18530329	-0.006568	10471
8	18630329	-0.006572	10822
8	18730329	-0.006299	11082
8	18830329	-0.006327	11180
8	18930329	-0.008766	11449
8	19030329	-0.010646	11683
8	19130329	-0.007009	11362
8	19230329	-0.010290	11220
8	19330329	-0.002555	11182
8	19430329	-0.006688	10880
8	19530329	-0.006080	10818
8	19630329	-0.007544	10216
8	19730329	-0.007200	9083
8	19830329	-0.007100	7859
8	19930329	-0.002089	6788
8	20030329	0.000431	5742
8	20130329	-0.000312	4778
8	20230329	0.002061	4073
8	20330329	-0.009042	2877
8	20430329	0.003067	1678
8	20530329	-0.008661	618
8	20630329	-0.011996	181
8	20730329	-0.007357	162
8	20830329	-0.006403	149
9	510310	0.022175	11724
9	610310	0.016225	12878
9	710310	0.019217	14076
9	810310	0.026443	14080
9	910310	0.030067	13726
9	1010310	0.033422	13517
9	1110310	0.029918	13900
9	1210310	0.009083	13518
9	1310310	0.008987	13248
9	1410310	0.013110	12486
9	1510310	0.014804	12374
9	1610310	0.017178	12438
9	1710310	0.014032	11595
9	1810310	0.010037	11551
9	1910310	0.007069	11752
9	2010310	0.015505	11868
9	2110310	0.017410	11312
9	2210310	0.016305	10629
9	2310310	0.017103	10836
9	2410310	0.006187	10838
9	2510310	0.005323	10688
9	2610310	0.005310	10903
9	2710310	0.005583	11707
9	2810310	0.000844	11766
9	2910310	-0.000222	11631
9	3010310	-0.012248	11271
9	3110310	-0.010720	11479
9	3210310	-0.012017	11845
9	3310310	-0.014179	12136
9	3410310	-0.017469	11950
9	3510310	-0.014114	12058
9	3610310	-0.015997	11583
9	3710310	-0.014995	10778
9	3810310	-0.017713	10459
9	3910310	-0.016198	10566
9	4010310	-0.012442	10668
9	4110310	-0.014924	10448
9	4210310	-0.008434	10072
9	4310310	-0.006828	9687
9	4410310	-0.003649	10418
9	4510310	-0.004155	10317
9	4610310	-0.000415	10468
9	4710310	-0.003890	10770
9	4810310	-0.000696	11056
9	4910310	-0.003064	10579
9	5010310	-0.005175	10460
9	5110310	-0.007392	10326
9	5210310	-0.014346	10709
9	5310310	-0.017037	10919
9	5410310	-0.019113	10221
9	5510310	-0.019578	9686
9	5610310	-0.024282	9230
9	5710310	-0.020020	9321
9	5810310	-0.020389	9419
9	5910310	-0.019656	9837
9	6010310	-0.021019	9811
9	6110310	-0.030353	10467
9	6210310	-0.021792	10314
9	6310310	-0.016983	10036
9	6410310	-0.013114	10044
9	6510310	-0.020757	10562
9	6610310	-0.025159	10473
9	6710310	-0.028484	9803
9	6810310	-0.023510	9631
9	6910310	-0.021713	9444
9	7010310	-0.010482	9526
9	7110310	0.005659	9213
9	7210310	-0.000188	9233
9	7310310	-0.004601	9679
9	7410310	0.006004	10103
9	7510310	0.014105	9771
9	7610310	0.014895	9990
9	7710310	0.005810	10422
9	7810310	-0.005331	10689
9	7910310	-0.007307	10714
9	8010310	-0.007947	10701
9	8110310	-0.008229	10626
9	8210310	-0.004357	11060
9	8310310	-0.004055	10757
9	8410310	-0.010634	9959
9	8510310	-0.004321	10149
9	8610310	0.003148	10124
9	8710310	0.012111	10415
9	8810310	0.019782	10317
9	8910310	0.022968	10510
9	9010310	0.025312	11322
9	9110310	0.022698	11002
9	9210310	0.016135	10430
9	9310310	0.018204	10152
9	9410310	0.015261	10302
9	9510310	0.008170	9819
9	9610310	0.006466	9435
9	9710310	0.006453	8910
9	9810310	0.007831	9038
9	9910310	0.007991	8919
9	10010310	0.001523	8142
9	10110310	0.005558	8071
9	10210310	0.011122	8307
9	10310310	0.011062	8677
9	10410310	0.003900	8593
9	10510310	-0.001034	8713
9	10610310	-0.008793	8828
9	10710310	-0.018014	8691
9	10810310	-0.024244	8286
9	10910310	-0.029469	8016
9	11010310	-0.035781	7349
9	11110310	-0.039081	7347
9	11210310	-0.036534	7388
9	11310310	-0.038713	7112
9	11410310	-0.030233	7150
9	11510310	-0.023749	7501
9	11610310	-0.011063	7806
9	11710310	-0.005614	7985
9	11810310	-0.002870	8843
9	11910310	-0.002641	8913
9	12010310	-0.006570	9360
9	12110310	-0.005500	9539
9	12210310	-0.006791	8961
9	12310310	-0.007221	9657
9	12410310	-0.005833	9731
9	12510310	-0.005217	9412
9	12610310	-0.008598	8954
9	12710310	-0.004314	9038
9	12810310	0.000323	8595
9	12910310	0.007333	8795
9	13010310	0.013586	9185
9	13110310	0.013713	9902
9	13210310	0.010852	10497
9	13310310	0.011506	10197
9	13410310	0.007595	10214
9	13510310	0.008557	10599
9	13610310	0.009322	10719
9	13710310	0.008430	10731
9	13810310	0.005580	10626
9	13910310	-0.000673	10565
9	14010310	-0.010650	10419
9	14110310	-0.018027	10056
9	14210310	-0.014664	9897
9	14310310	-0.013340	9391
9	14410310	-0.010182	9052
9	14510310	-0.010360	8584
9	14610310	-0.007497	9102
9	14710310	-0.009574	9010
9	14810310	-0.011701	9357
9	14910310	-0.009141	9817
9	15010310	-0.005957	10102
9	15110310	0.002699	10112
9	15210310	0.000318	10346
9	15310310	-0.000606	10381
9	15410310	0.001478	10769
9	15510310	0.000479	11288
9	15610310	-0.000777	11020
9	15710310	-0.001925	11048
9	15810310	0.002095	10714
9	15910310	0.002218	10416
9	16010310	0.007990	10157
9	16110310	0.002795	10289
9	16210310	0.003022	10220
9	16310310	0.001834	10698
9	16410310	-0.002628	10996
9	16510310	-0.000369	11073
9	16610310	0.001047	11375
9	16710310	0.002368	11248
9	16810310	0.001722	11554
9	16910310	0.001511	11669
9	17010310	-0.001097	11486
9	17110310	0.000408	11068
9	17210310	0.001958	10807
9	17310310	0.002846	11042
9	17410310	0.004241	10567
9	17510310	0.003966	10494
9	17610310	0.001789	10501
9	17710310	0.003539	10422
9	17810310	0.003028	9865
9	17910310	0.003027	9309
9	18010310	0.003431	9770
9	18110310	0.006072	9805
9	18210310	0.004307	9819
9	18310310	0.001736	9570
9	18410310	0.005438	9883
9	18510310	0.001437	9929
9	18610310	-0.001550	9801
9	18710310	-0.005783	10014
9	18810310	-0.004579	10356
9	18910310	-0.003258	10680
9	19010310	-0.002840	10102
9	19110310	-0.004230	9411
9	19210310	-0.002766	8937
9	19310310	-0.000734	7987
9	19410310	-0.004206	6834
9	19510310	-0.001787	5605
9	19610310	0.005328	4551
9	19710310	0.016592	3573
9	19810310	0.016075	2494
9	19910310	0.017422	1612
9	20010310	0.022082	852
9	20110310	0.029656	549
9	20210310	0.013284	115
10	506806	0.023788	9616
10	606806	0.021667	10415
10	706806	0.025748	9898
10	806806	0.027990	9526
10	906806	0.026387	8975
10	1006806	0.026361	8691
10	1106806	0.024132	8805
10	1206806	0.019960	8528
10	1306806	0.013114	8575
10	1406806	0.010852	9217
10	1506806	0.009554	9123
10	1606806	0.012251	9413
10	1706806	0.014428	9705
10	1806806	0.016439	9990
10	1906806	0.014180	10134
10	2006806	0.017401	9929
10	2106806	0.013099	9577
10	2206806	0.008779	9588
10	2306806	0.010701	9721
10	2406806	0.013997	9298
10	2506806	0.009959	9079
10	2606806	0.009554	8723
10	2706806	0.009605	8150
10	2806806	0.008432	8086
10	2906806	0.010155	7860
10	3006806	0.013849	8058
10	3106806	0.016444	7859
10	3206806	0.021632	7819
10	3306806	0.014201	7904
10	3406806	0.008167	8124
10	3506806	0.009342	8203
10	3606806	0.001080	8045
10	3706806	-0.005384	8392
10	3806806	-0.009514	8047
10	3906806	-0.012701	8582
10	4006806	-0.017367	8791
10	4106806	-0.024230	9329
