pos genetic_dist
5216564 5.216564
5216646 5.216646
5216875 5.216875
5216944 5.216944
5217194 5.217194
5217297 5.217297
5217347 5.217347
5217533 5.217533
5217559 5.217559
5217573 5.217573
5217703 5.217703
5217768 5.217768
5218016 5.218016
5218060 5.218060
5218220 5.218220
5218381 5.218381
5218454 5.218454
5218808 5.218808
5218833 5.218833
5218840 5.218840
5219058 5.219058
5219553 5.219553
5219738 5.219738
5219819 5.219819
5219840 5.219840
5219868 5.219868
5220048 5.220048
5220154 5.220154
5220191 5.220191
5220822 5.220822
5221002 5.221002
5221472 5.221472
5221782 5.221782
5221803 5.221803
5221980 5.221980
5222154 5.222154
5222185 5.222185
5222288 5.222288
5222323 5.222323
5222335 5.222335
5222409 5.222409
5222512 5.222512
5222594 5.222594
5222670 5.222670
5222753 5.222753
5222802 5.222802
5222872 5.222872
5222888 5.222888
5222903 5.222903
5222912 5.222912
5222918 5.222918
5223137 5.223137
5223151 5.223151
5223166 5.223166
5223172 5.223172
5223197 5.223197
5223456 5.223456
5223475 5.223475
5223489 5.223489
5223535 5.223535
5223553 5.223553
5223564 5.223564
5223584 5.223584
5223615 5.223615
5223664 5.223664
5223676 5.223676
5223696 5.223696
5223705 5.223705
5223823 5.223823
5223849 5.223849
5223860 5.223860
5223919 5.223919
5223925 5.223925
5224040 5.224040
5224046 5.224046
5224325 5.224325
5224455 5.224455
5224752 5.224752
5224767 5.224767
5224828 5.224828
5224862 5.224862
5224869 5.224869
5224881 5.224881
5225125 5.225125
5225310 5.225310
5225331 5.225331
5225490 5.225490
5225506 5.225506
5225536 5.225536
5225545 5.225545
5225554 5.225554
5225647 5.225647
5225668 5.225668
5225771 5.225771
5225782 5.225782
5225799 5.225799
5226069 5.226069
5226070 5.226070
5226235 5.226235
5226246 5.226246
5226327 5.226327
5226485 5.226485
5226500 5.226500
5226649 5.226649
5226652 5.226652
5226712 5.226712
5226744 5.226744
5226800 5.226800
5226809 5.226809
5226840 5.226840
5226864 5.226864
5227010 5.227010
5227087 5.227087
5227212 5.227212
5227220 5.227220
5227373 5.227373
5227394 5.227394
5227462 5.227462
5227467 5.227467
5227498 5.227498
5227823 5.227823
5227853 5.227853
5227948 5.227948
5228000 5.228000
5228060 5.228060
5228074 5.228074
5228089 5.228089
5228247 5.228247
5228475 5.228475
5228514 5.228514
5228624 5.228624
5228739 5.228739
5228741 5.228741
5228765 5.228765
5228816 5.228816
5228862 5.228862
5228880 5.228880
5228902 5.228902
5228930 5.228930
5228979 5.228979
5229027 5.229027
5229169 5.229169
5229634 5.229634
5229669 5.229669
5229728 5.229728
5229995 5.229995
5230035 5.230035
5230115 5.230115
5230127 5.230127
5230149 5.230149
5231147 5.231147
5231196 5.231196
5231257 5.231257
5231320 5.231320
5231333 5.231333
5231383 5.231383
5231412 5.231412
5233798 5.233798
5234241 5.234241
5234496 5.234496
5234818 5.234818
5234835 5.234835
5234901 5.234901
5234914 5.234914
5234928 5.234928
5234935 5.234935
5234997 5.234997
5235007 5.235007
5235052 5.235052
5235068 5.235068
5235176 5.235176
5235551 5.235551
5235579 5.235579
5235608 5.235608
5235667 5.235667
5235689 5.235689
5235698 5.235698
5235737 5.235737
5235752 5.235752
5235801 5.235801
5236077 5.236077
5236094 5.236094
5236291 5.236291
5236455 5.236455
5236509 5.236509
5236524 5.236524
5236536 5.236536
5237110 5.237110
5237157 5.237157
5237191 5.237191
5237241 5.237241
5237298 5.237298
5237307 5.237307
5237446 5.237446
5237509 5.237509
5237545 5.237545
5237560 5.237560
5237570 5.237570
5237589 5.237589
5237932 5.237932
5237995 5.237995
5238106 5.238106
5238134 5.238134
5238674 5.238674
5238696 5.238696
5238736 5.238736
5238749 5.238749
5238853 5.238853
5238879 5.238879
5239106 5.239106
5239181 5.239181
5239310 5.239310
5239431 5.239431
5239524 5.239524
5239619 5.239619
5239644 5.239644
5239697 5.239697
5239879 5.239879
5239888 5.239888
5239897 5.239897
5240230 5.240230
5240267 5.240267
5240300 5.240300
5240335 5.240335
5240369 5.240369
5240386 5.240386
5240467 5.240467
5240480 5.240480
5240485 5.240485
5240509 5.240509
5240567 5.240567
5240588 5.240588
5240628 5.240628
5240677 5.240677
5240880 5.240880
5240897 5.240897
5240999 5.240999
5241100 5.241100
5241113 5.241113
5241169 5.241169
5241235 5.241235
5241253 5.241253
5241300 5.241300
5241315 5.241315
5241323 5.241323
5241333 5.241333
5241541 5.241541
5241615 5.241615
5241685 5.241685
5242197 5.242197
5242202 5.242202
5242216 5.242216
5242224 5.242224
5242240 5.242240
5242432 5.242432
5242562 5.242562
5242591 5.242591
5242612 5.242612
5242635 5.242635
5242863 5.242863
5242904 5.242904
5243028 5.243028
5243089 5.243089
5243479 5.243479
5243629 5.243629
5243699 5.243699
5243709 5.243709
5243811 5.243811
5243864 5.243864
5243874 5.243874
5243891 5.243891
5243944 5.243944
5244012 5.244012
5244074 5.244074
5244265 5.244265
5244312 5.244312
5244323 5.244323
5244364 5.244364
5244438 5.244438
5244475 5.244475
5244524 5.244524
5244543 5.244543
5244549 5.244549
5244700 5.244700
5244735 5.244735
5244868 5.244868
5245038 5.245038
5245205 5.245205
5245394 5.245394
5245445 5.245445
5245588 5.245588
5245638 5.245638
5245656 5.245656
5245684 5.245684
5245724 5.245724
5245738 5.245738
5245803 5.245803
5245825 5.245825
5245909 5.245909
5246052 5.246052
5246105 5.246105
5246517 5.246517
5246537 5.246537
5246683 5.246683
5246997 5.246997
5247138 5.247138
5247144 5.247144
5247419 5.247419
5247484 5.247484
5247561 5.247561
5247584 5.247584
5247623 5.247623
5247627 5.247627
5247639 5.247639
5247732 5.247732
5247781 5.247781
5247797 5.247797
5247806 5.247806
5247853 5.247853
5247855 5.247855
5247969 5.247969
5248098 5.248098
5248190 5.248190
5248210 5.248210
5248344 5.248344
5248477 5.248477
5248520 5.248520
5248588 5.248588
5248634 5.248634
5248648 5.248648
5248701 5.248701
5248820 5.248820
5248873 5.248873
5248930 5.248930
5248942 5.248942
5249009 5.249009
5249014 5.249014
5249079 5.249079
5249148 5.249148
5249196 5.249196
5249234 5.249234
5249242 5.249242
5249253 5.249253
5249293 5.249293
5249564 5.249564
5249883 5.249883
5250315 5.250315
5250424 5.250424
5250598 5.250598
5250736 5.250736
5251110 5.251110
5251250 5.251250
5251319 5.251319
5251455 5.251455
5252102 5.252102
5252103 5.252103
5252202 5.252202
5252248 5.252248
5252397 5.252397
5252460 5.252460
5252517 5.252517
5252538 5.252538
5252567 5.252567
5252586 5.252586
5252743 5.252743
5253034 5.253034
5253039 5.253039
5253054 5.253054
5253449 5.253449
5253924 5.253924
5253950 5.253950
5254271 5.254271
5254368 5.254368
5254411 5.254411
5254492 5.254492
5254575 5.254575
5254609 5.254609
5254649 5.254649
5254701 5.254701
5254983 5.254983
5254988 5.254988
5255009 5.255009
5255052 5.255052
5255073 5.255073
5255272 5.255272
5255305 5.255305
5255447 5.255447
5255533 5.255533
5255547 5.255547
5255632 5.255632
5255687 5.255687
5255745 5.255745
5255767 5.255767
5255794 5.255794
5256010 5.256010
5256094 5.256094
5256396 5.256396
5256860 5.256860
5256862 5.256862
5256911 5.256911
5256925 5.256925
5256990 5.256990
5257251 5.257251
5257725 5.257725
5257971 5.257971
5258016 5.258016
5258182 5.258182
5258222 5.258222
5258282 5.258282
5258318 5.258318
5258353 5.258353
5258365 5.258365
5258411 5.258411
5258481 5.258481
5258502 5.258502
5258515 5.258515
5258619 5.258619
5258636 5.258636
5258654 5.258654
5258661 5.258661
5258685 5.258685
5258734 5.258734
5258744 5.258744
5258777 5.258777
5258845 5.258845
5259440 5.259440
5259503 5.259503
5259689 5.259689
5259700 5.259700
5259735 5.259735
5260169 5.260169
5260283 5.260283
5260384 5.260384
5260561 5.260561
5260676 5.260676
5260728 5.260728
5260813 5.260813
5260836 5.260836
5260888 5.260888
5260942 5.260942
5260955 5.260955
5261005 5.261005
5261014 5.261014
5261069 5.261069
5261173 5.261173
5261194 5.261194
5261208 5.261208
5261235 5.261235
5261515 5.261515
5261601 5.261601
5261840 5.261840
5261891 5.261891
5262099 5.262099
5262337 5.262337
5262349 5.262349
5262458 5.262458
5262647 5.262647
5262676 5.262676
5262740 5.262740
5262881 5.262881
5263095 5.263095
5263254 5.263254
5263260 5.263260
5263322 5.263322
5263454 5.263454
5263478 5.263478
5263664 5.263664
5264028 5.264028
5264036 5.264036
5264181 5.264181
5264253 5.264253
5264291 5.264291
5264307 5.264307
5264329 5.264329
5264381 5.264381
5264389 5.264389
5264396 5.264396
5264462 5.264462
5264720 5.264720
5265248 5.265248
5265324 5.265324
5265354 5.265354
5265700 5.265700
5265850 5.265850
5265893 5.265893
5265902 5.265902
5265924 5.265924
5265959 5.265959
5265964 5.265964
5265971 5.265971
5265980 5.265980
5266011 5.266011
5266048 5.266048
5266057 5.266057
5266246 5.266246
5266355 5.266355
5266410 5.266410
5266500 5.266500
5266530 5.266530
5266551 5.266551
5266561 5.266561
5266625 5.266625
5266646 5.266646
5266691 5.266691
5266735 5.266735
5266764 5.266764
5266806 5.266806
5266895 5.266895
5266958 5.266958
5266977 5.266977
5267001 5.267001
5267023 5.267023
5267024 5.267024
5267050 5.267050
5267512 5.267512
5267712 5.267712
5267755 5.267755
5267926 5.267926
5268120 5.268120
5268380 5.268380
5268714 5.268714
5268726 5.268726
5268745 5.268745
5268750 5.268750
5268759 5.268759
5269052 5.269052
5270082 5.270082
5270149 5.270149
5270271 5.270271
5270301 5.270301
5270312 5.270312
5270320 5.270320
5270350 5.270350
5270394 5.270394
5270421 5.270421
5270429 5.270429
5270435 5.270435
5270965 5.270965
5271477 5.271477
5271744 5.271744
5271773 5.271773
5273024 5.273024
5273285 5.273285
5274053 5.274053
5274423 5.274423
5274550 5.274550
5274613 5.274613
5274659 5.274659
5274711 5.274711
5274716 5.274716
5274733 5.274733
5274775 5.274775
5275001 5.275001
5275043 5.275043
5275102 5.275102
5275107 5.275107
5275132 5.275132
5275154 5.275154
5275353 5.275353
5275385 5.275385
5275412 5.275412
5275428 5.275428
5275652 5.275652
5275708 5.275708
5275732 5.275732
5277277 5.277277
5277525 5.277525
5277634 5.277634
5277739 5.277739
5277964 5.277964
5277984 5.277984
5278279 5.278279
5278348 5.278348
5278364 5.278364
5278553 5.278553
5278890 5.278890
5278986 5.278986
5279225 5.279225
5279238 5.279238
5279750 5.279750
5279807 5.279807
5280212 5.280212
5280732 5.280732
5280989 5.280989
5281298 5.281298
5281517 5.281517
5281654 5.281654
5281681 5.281681
5281685 5.281685
5281742 5.281742
5281877 5.281877
5282235 5.282235
5282398 5.282398
5282479 5.282479
5282516 5.282516
5282637 5.282637
5283148 5.283148
5283217 5.283217
5283340 5.283340
5284160 5.284160
5284566 5.284566
5284731 5.284731
5285312 5.285312
5285660 5.285660
5286183 5.286183
5286323 5.286323
5286820 5.286820
5287019 5.287019
5287204 5.287204
5287228 5.287228
5287828 5.287828
5288542 5.288542
5288649 5.288649
5288901 5.288901
5290779 5.290779
5291023 5.291023
5291081 5.291081
5291297 5.291297
5291373 5.291373
5291557 5.291557
5292036 5.292036
5292238 5.292238
5292458 5.292458
5293147 5.293147
5293730 5.293730
5293916 5.293916
5293974 5.293974
5294302 5.294302
5295065 5.295065
5295200 5.295200
5295380 5.295380
5295576 5.295576
5295976 5.295976
5296129 5.296129
5296182 5.296182
5296409 5.296409
5296526 5.296526
5296609 5.296609
5296748 5.296748
5296775 5.296775
5296796 5.296796
5296946 5.296946
5297263 5.297263
5297987 5.297987
5298040 5.298040
5298127 5.298127
5298875 5.298875
5298920 5.298920
5299973 5.299973
5300159 5.300159
5300207 5.300207
5300268 5.300268
5300358 5.300358
5300376 5.300376
5300497 5.300497
5300643 5.300643
5300993 5.300993
5301103 5.301103
5304098 5.304098
5305793 5.305793
5307495 5.307495
5307976 5.307976
5308327 5.308327
5308505 5.308505
5308739 5.308739
5308931 5.308931
5308960 5.308960
5310517 5.310517
5311168 5.311168
5311645 5.311645
5313393 5.313393
5313441 5.313441
5313455 5.313455
5313469 5.313469
5313575 5.313575
5313746 5.313746
5314336 5.314336
5314512 5.314512
5314628 5.314628
5314629 5.314629
5315407 5.315407
5315490 5.315490
5315824 5.315824
5315944 5.315944
5316053 5.316053
5316322 5.316322
5316591 5.316591
5317360 5.317360
5317610 5.317610
5318028 5.318028
5318321 5.318321
5318574 5.318574
5319051 5.319051
5319224 5.319224
5319233 5.319233
5319239 5.319239
5319271 5.319271
5319327 5.319327
5319907 5.319907
5319914 5.319914
5320036 5.320036
5320902 5.320902
5321086 5.321086
5321094 5.321094
5321155 5.321155
5321190 5.321190
5321207 5.321207
5321281 5.321281
5321398 5.321398
5321411 5.321411
5321460 5.321460
5321512 5.321512
5321543 5.321543
5321551 5.321551
5321672 5.321672
5321708 5.321708
5322161 5.322161
5322497 5.322497
5322613 5.322613
5322684 5.322684
5322833 5.322833
5322901 5.322901
5322912 5.322912
5322963 5.322963
5322988 5.322988
5323044 5.323044
5323151 5.323151
5323185 5.323185
5323515 5.323515
5323622 5.323622
5323639 5.323639
5323872 5.323872
5323957 5.323957
5324008 5.324008
5324088 5.324088
5324139 5.324139
5324155 5.324155
5324167 5.324167
5324245 5.324245
5324269 5.324269
5324329 5.324329
5324337 5.324337
5324370 5.324370
5324420 5.324420
5324637 5.324637
5324645 5.324645
5324735 5.324735
5324978 5.324978
5325154 5.325154
5325354 5.325354
5325365 5.325365
5325387 5.325387
5325456 5.325456
5325479 5.325479
5325495 5.325495
5325510 5.325510
5325785 5.325785
5325951 5.325951
5325959 5.325959
5326493 5.326493
5326592 5.326592
5326654 5.326654
5326683 5.326683
5326854 5.326854
5326883 5.326883
5327572 5.327572
5327605 5.327605
5328005 5.328005
5328662 5.328662
5328876 5.328876
5328943 5.328943
5328960 5.328960
5328982 5.328982
5328986 5.328986
5328994 5.328994
5329025 5.329025
5329076 5.329076
5329086 5.329086
5329190 5.329190
5329563 5.329563
5329677 5.329677
5329803 5.329803
5329853 5.329853
5330199 5.330199
5330204 5.330204
5330299 5.330299
5330358 5.330358
5330390 5.330390
5330608 5.330608
5330770 5.330770
5330886 5.330886
5331360 5.331360
5332069 5.332069
5332332 5.332332
5332951 5.332951
5333184 5.333184
5333526 5.333526
5334632 5.334632
5335117 5.335117
5335170 5.335170
5336535 5.336535
5338895 5.338895
5342003 5.342003
5342668 5.342668
5344518 5.344518
5344693 5.344693
5345053 5.345053
5345167 5.345167
5345989 5.345989
5347288 5.347288
5347950 5.347950
5348723 5.348723
5348974 5.348974
5349654 5.349654
5350420 5.350420
5350627 5.350627
5351027 5.351027
5352816 5.352816
5353030 5.353030
5353157 5.353157
5353355 5.353355
5353865 5.353865
5354181 5.354181
5354310 5.354310
5355622 5.355622
5355682 5.355682
5355748 5.355748
5356677 5.356677
5357037 5.357037
5357142 5.357142
5357161 5.357161
5357213 5.357213
5357286 5.357286
5357404 5.357404
5357420 5.357420
5357473 5.357473
5357490 5.357490
5357615 5.357615
5357652 5.357652
5357690 5.357690
5357743 5.357743
5357947 5.357947
5357962 5.357962
5357979 5.357979
5358003 5.358003
5358091 5.358091
5358217 5.358217
5359708 5.359708
5359768 5.359768
5359784 5.359784
5359941 5.359941
5359957 5.359957
5359987 5.359987
5360377 5.360377
5361107 5.361107
5361114 5.361114
5361717 5.361717
5362522 5.362522
5362881 5.362881
5362912 5.362912
5362919 5.362919
5362926 5.362926
5362954 5.362954
5362960 5.362960
5362995 5.362995
5363012 5.363012
5363116 5.363116
5363139 5.363139
5363140 5.363140
5363169 5.363169
5363239 5.363239
5363253 5.363253
5363262 5.363262
5363838 5.363838
5364540 5.364540
5365834 5.365834
5365894 5.365894
5366102 5.366102
5366217 5.366217
5366468 5.366468
5366625 5.366625
5366895 5.366895
5367361 5.367361
5367616 5.367616
5367899 5.367899
5368121 5.368121
5368380 5.368380
5368480 5.368480
5368792 5.368792
5369186 5.369186
5369312 5.369312
5369500 5.369500
5369595 5.369595
5369657 5.369657
5369704 5.369704
5369709 5.369709
5369725 5.369725
5370020 5.370020
5370028 5.370028
5370086 5.370086
5370130 5.370130
5370285 5.370285
5370375 5.370375
5370449 5.370449
5370517 5.370517
5370523 5.370523
5370544 5.370544
5370572 5.370572
5370685 5.370685
5370700 5.370700
5370809 5.370809
5370844 5.370844
5370850 5.370850
5370881 5.370881
5370905 5.370905
5370918 5.370918
5370989 5.370989
5371109 5.371109
5371172 5.371172
5371251 5.371251
5371584 5.371584
5371712 5.371712
5371725 5.371725
5372993 5.372993
5375106 5.375106
5375634 5.375634
5375894 5.375894
5376985 5.376985
5377179 5.377179
5377216 5.377216
5377911 5.377911
5378155 5.378155
5378204 5.378204
5378753 5.378753
5378835 5.378835
5378843 5.378843
5378857 5.378857
5378901 5.378901
5378930 5.378930
5378939 5.378939
5378945 5.378945
5379005 5.379005
5379057 5.379057
5379142 5.379142
5379166 5.379166
5379268 5.379268
5379319 5.379319
5379436 5.379436
5379517 5.379517
5379594 5.379594
5379604 5.379604
5379652 5.379652
5379880 5.379880
5379910 5.379910
5379919 5.379919
5380225 5.380225
5380351 5.380351
5380651 5.380651
5380842 5.380842
5380851 5.380851
5381072 5.381072
5381570 5.381570
5382234 5.382234
5383258 5.383258
5384086 5.384086
5384655 5.384655
5384942 5.384942
5385333 5.385333
5385712 5.385712
5385752 5.385752
5385857 5.385857
5386102 5.386102
5387722 5.387722
5387909 5.387909
5388163 5.388163
5388435 5.388435
5388483 5.388483
5388751 5.388751
5389114 5.389114
5389124 5.389124
5389259 5.389259
5389271 5.389271
5389370 5.389370
5389505 5.389505
5389520 5.389520
5389579 5.389579
5389703 5.389703
5389904 5.389904
5390024 5.390024
5390106 5.390106
5390242 5.390242
5390377 5.390377
5390423 5.390423
5390771 5.390771
5390981 5.390981
5391336 5.391336
5391914 5.391914
5392206 5.392206
5392443 5.392443
5392564 5.392564
5392653 5.392653
5392775 5.392775
5393278 5.393278
5393303 5.393303
5393311 5.393311
5395401 5.395401
5396847 5.396847
5397201 5.397201
5397229 5.397229
5397234 5.397234
5397282 5.397282
5397400 5.397400
5397410 5.397410
5397455 5.397455
5399105 5.399105
5399576 5.399576
5400338 5.400338
5400742 5.400742
5403059 5.403059
5403572 5.403572
5405159 5.405159
5405197 5.405197
5405228 5.405228
5405313 5.405313
5405368 5.405368
5405379 5.405379
5405429 5.405429
5405474 5.405474
5405479 5.405479
5405495 5.405495
5405743 5.405743
5405880 5.405880
5405905 5.405905
5406153 5.406153
5406207 5.406207
5407196 5.407196
5408024 5.408024
5408079 5.408079
5408220 5.408220
5408394 5.408394
5408865 5.408865
5408999 5.408999
5409176 5.409176
5409232 5.409232
5409471 5.409471
5409653 5.409653
5409712 5.409712
5409814 5.409814
5409912 5.409912
5410136 5.410136
5410587 5.410587
5410604 5.410604
5410609 5.410609
5410662 5.410662
5410720 5.410720
5410761 5.410761
5410797 5.410797
5410825 5.410825
5410847 5.410847
5410888 5.410888
5410926 5.410926
5411037 5.411037
5411075 5.411075
5411281 5.411281
5411386 5.411386
5411447 5.411447
5411488 5.411488
5411495 5.411495
5411514 5.411514
5411556 5.411556
5411588 5.411588
5411601 5.411601
5411637 5.411637
5411759 5.411759
5411778 5.411778
5411805 5.411805
5412169 5.412169
5412191 5.412191
5412456 5.412456
5412563 5.412563
5412658 5.412658
5412880 5.412880
5412957 5.412957
5413344 5.413344
5413376 5.413376
5413572 5.413572
5413615 5.413615
5413751 5.413751
5413764 5.413764
5414817 5.414817
5414856 5.414856
5415128 5.415128
5415386 5.415386
5415430 5.415430
5415564 5.415564
5415729 5.415729
5415975 5.415975
5416042 5.416042
5416118 5.416118
5416321 5.416321
5416335 5.416335
5416356 5.416356
5416521 5.416521
5416534 5.416534
5416875 5.416875
5416890 5.416890
5417008 5.417008
5417064 5.417064
5417091 5.417091
5417167 5.417167
5417268 5.417268
5417433 5.417433
5417554 5.417554
5417947 5.417947
5417954 5.417954
5418332 5.418332
5418426 5.418426
5418458 5.418458
5418634 5.418634
5418738 5.418738
5418797 5.418797
5418891 5.418891
5418896 5.418896
5419008 5.419008
5419024 5.419024
5419152 5.419152
5419295 5.419295
5419548 5.419548
5423445 5.423445
5425298 5.425298
5425305 5.425305
5425334 5.425334
5425342 5.425342
5425570 5.425570
5426186 5.426186
5426557 5.426557
5431901 5.431901
5433607 5.433607
5433908 5.433908
5433926 5.433926
5434033 5.434033
5434065 5.434065
5434203 5.434203
5434271 5.434271
5434357 5.434357
5434675 5.434675
5435297 5.435297
5435437 5.435437
5435702 5.435702
5436297 5.436297
5436823 5.436823
5437367 5.437367
5437517 5.437517
5438387 5.438387
5439337 5.439337
5445941 5.445941
5446213 5.446213
5446670 5.446670
5446697 5.446697
5446940 5.446940
5449286 5.449286
5455297 5.455297
5455671 5.455671
5456216 5.456216
5458061 5.458061
5458596 5.458596
5459028 5.459028
5460002 5.460002
5460233 5.460233
5460244 5.460244
5460252 5.460252
5462908 5.462908
5463273 5.463273
5466722 5.466722
5466890 5.466890
5468963 5.468963
5469730 5.469730
5471355 5.471355
5472098 5.472098
5472845 5.472845
5476455 5.476455
5476466 5.476466
5476472 5.476472
5476535 5.476535
5476540 5.476540
5476545 5.476545
5476963 5.476963
5478145 5.478145
5479367 5.479367
5480000 5.480000
5481326 5.481326
5482112 5.482112
5482810 5.482810
5487216 5.487216
5490756 5.490756
5492512 5.492512
5492664 5.492664
5495742 5.495742
5496213 5.496213
5497107 5.497107
5497679 5.497679
5497744 5.497744
5497758 5.497758
5497805 5.497805
5497817 5.497817
5500068 5.500068
5500230 5.500230
5501178 5.501178
5502001 5.502001
5503616 5.503616
5506707 5.506707
5508365 5.508365
5508804 5.508804
5509520 5.509520
5509931 5.509931
5510066 5.510066
5510204 5.510204
5510229 5.510229
5510237 5.510237
5510273 5.510273
5511676 5.511676
5513160 5.513160
5513418 5.513418
5513460 5.513460
5514822 5.514822
5515878 5.515878
5516101 5.516101
5518969 5.518969
5518990 5.518990
5519019 5.519019
5519029 5.519029
5519039 5.519039
5519057 5.519057
5519074 5.519074
5519090 5.519090
5519130 5.519130
5519155 5.519155
5519192 5.519192
5519230 5.519230
5519272 5.519272
5519309 5.519309
5519419 5.519419
5519536 5.519536
5519571 5.519571
5519603 5.519603
5519612 5.519612
5519640 5.519640
5519666 5.519666
5519714 5.519714
5519738 5.519738
5519781 5.519781
5519965 5.519965
5520025 5.520025
5520067 5.520067
5520092 5.520092
5520153 5.520153
5520165 5.520165
5520220 5.520220
5520274 5.520274
5520470 5.520470
5520472 5.520472
5520527 5.520527
5520646 5.520646
5520771 5.520771
5520926 5.520926
5520937 5.520937
5521013 5.521013
5524512 5.524512
5528706 5.528706
5529191 5.529191
5529861 5.529861
5530274 5.530274
5533036 5.533036
5535339 5.535339
5537215 5.537215
5537673 5.537673
5537818 5.537818
5540695 5.540695
5540803 5.540803
5541510 5.541510
5542024 5.542024
5546003 5.546003
5546979 5.546979
5547081 5.547081
5550701 5.550701
5551905 5.551905
5553435 5.553435
5553444 5.553444
5555529 5.555529
5557299 5.557299
5557482 5.557482
5559078 5.559078
5559363 5.559363
5559882 5.559882
5560127 5.560127
5564400 5.564400
5565919 5.565919
5566834 5.566834
5568071 5.568071
5568343 5.568343
5571027 5.571027
5571220 5.571220
5571289 5.571289
5571297 5.571297
5574021 5.574021
5575088 5.575088
5575094 5.575094
5575106 5.575106
5575116 5.575116
5575151 5.575151
5575267 5.575267
5575329 5.575329
5575374 5.575374
5575405 5.575405
5575544 5.575544
5575576 5.575576
5575621 5.575621
5575653 5.575653
5575715 5.575715
5575776 5.575776
5575948 5.575948
5577859 5.577859
5578173 5.578173
5578318 5.578318
5578723 5.578723
5578974 5.578974
5579330 5.579330
5579340 5.579340
5579995 5.579995
5580266 5.580266
5580601 5.580601
5580779 5.580779
5581073 5.581073
5581136 5.581136
5581770 5.581770
5581872 5.581872
5581983 5.581983
5582602 5.582602
5582963 5.582963
5583935 5.583935
5584792 5.584792
5585232 5.585232
5585509 5.585509
5585794 5.585794
5585805 5.585805
5586994 5.586994
5587981 5.587981
5590137 5.590137
5590213 5.590213
5590231 5.590231
5590332 5.590332
5590371 5.590371
5591331 5.591331
5591384 5.591384
5591676 5.591676
5591696 5.591696
5591947 5.591947
5592069 5.592069
5592503 5.592503
5592599 5.592599
5592614 5.592614
5592648 5.592648
5592768 5.592768
5592778 5.592778
5592795 5.592795
5592822 5.592822
5592872 5.592872
5592906 5.592906
5592914 5.592914
5592939 5.592939
5592954 5.592954
5592974 5.592974
5592979 5.592979
5593003 5.593003
5593014 5.593014
5593034 5.593034
5593045 5.593045
5593049 5.593049
5593054 5.593054
5593122 5.593122
5593127 5.593127
5593183 5.593183
5593220 5.593220
5593289 5.593289
5593360 5.593360
5593461 5.593461
5593475 5.593475
5593534 5.593534
5593554 5.593554
5593665 5.593665
5595515 5.595515
5595543 5.595543
5597384 5.597384
5598272 5.598272
5598749 5.598749
5599223 5.599223
5599311 5.599311
5599696 5.599696
5600128 5.600128
5601570 5.601570
5602135 5.602135
5602919 5.602919
5603196 5.603196
5603286 5.603286
5604357 5.604357
5604637 5.604637
5605359 5.605359
5605809 5.605809
5606129 5.606129
5606496 5.606496
5606787 5.606787
5607463 5.607463
5607575 5.607575
5607780 5.607780
5608162 5.608162
5608340 5.608340
5608529 5.608529
5608872 5.608872
5609097 5.609097
5610288 5.610288
5610436 5.610436
5610736 5.610736
5611487 5.611487
5611736 5.611736
5612108 5.612108
5612238 5.612238
5612431 5.612431
5612478 5.612478
5612498 5.612498
5612639 5.612639
5612734 5.612734
5613051 5.613051
5613424 5.613424
5613634 5.613634
5613681 5.613681
5613950 5.613950
5614048 5.614048
5614079 5.614079
5614287 5.614287
5614343 5.614343
5614414 5.614414
5614420 5.614420
5615040 5.615040
5617029 5.617029
5617201 5.617201
5617261 5.617261
5617274 5.617274
5617682 5.617682
5618947 5.618947
5619559 5.619559
5627355 5.627355
5631671 5.631671
5633267 5.633267
5633287 5.633287
5633317 5.633317
5633343 5.633343
5633384 5.633384
5633446 5.633446
5633856 5.633856
5634212 5.634212
5634218 5.634218
5634221 5.634221
5634254 5.634254
5634260 5.634260
5634301 5.634301
5635371 5.635371
5635492 5.635492
5636037 5.636037
5637140 5.637140
5638582 5.638582
5644019 5.644019
5645674 5.645674
5645683 5.645683
5645732 5.645732
5646598 5.646598
5646619 5.646619
5646624 5.646624
5646629 5.646629
5646949 5.646949
5647464 5.647464
5653957 5.653957
5654267 5.654267
5654505 5.654505
5659553 5.659553
5661348 5.661348
5662437 5.662437
5664305 5.664305
5664923 5.664923
5670625 5.670625
5671372 5.671372
5672624 5.672624
5672728 5.672728
5673089 5.673089
5673271 5.673271
5673709 5.673709
5673893 5.673893
5674718 5.674718
5675526 5.675526
5675875 5.675875
5677008 5.677008
5677029 5.677029
5677137 5.677137
5677168 5.677168
5677262 5.677262
5677381 5.677381
5677494 5.677494
5677686 5.677686
5677886 5.677886
5677986 5.677986
5678138 5.678138
5678187 5.678187
5678406 5.678406
5678475 5.678475
5678481 5.678481
5678617 5.678617
5678724 5.678724
5678738 5.678738
5678795 5.678795
5678851 5.678851
5678917 5.678917
5678937 5.678937
5678985 5.678985
5679018 5.679018
5679180 5.679180
5679506 5.679506
5679566 5.679566
5679654 5.679654
5679666 5.679666
5679711 5.679711
5679737 5.679737
5679772 5.679772
5679804 5.679804
5679874 5.679874
5679888 5.679888
5679894 5.679894
5679910 5.679910
5680075 5.680075
5680177 5.680177
5680184 5.680184
5680209 5.680209
5680369 5.680369
5680528 5.680528
5680839 5.680839
5680868 5.680868
5680884 5.680884
5680917 5.680917
5680996 5.680996
5681313 5.681313
5681378 5.681378
5683051 5.683051
5683156 5.683156
5684657 5.684657
5684685 5.684685
5685507 5.685507
