physical_position NN DD 
3870127 0.4628 0.5372
3870157 0.4629 0.5371
3870410 0.4632 0.5368
3870412 0.4632 0.5368
3870426 0.4632 0.5368
3870455 0.4574 0.5426
3870509 0.4582 0.5418
3870637 0.4582 0.5418
3870689 0.4581 0.5419
3870742 0.4581 0.5419
3870790 0.4582 0.5418
3870920 0.4582 0.5418
3870931 0.4582 0.5418
3870976 0.4584 0.5416
3871002 0.4584 0.5416
3871019 0.4584 0.5416
3871068 0.4584 0.5416
3871100 0.4584 0.5416
3871124 0.4584 0.5416
3871129 0.4584 0.5416
3871229 0.4582 0.5418
3871300 0.4594 0.5406
3871307 0.4594 0.5406
3871376 0.4595 0.5405
3871616 0.4595 0.5405
3871641 0.4595 0.5405
3871667 0.4596 0.5404
3871737 0.4596 0.5404
3871845 0.4594 0.5406
3871856 0.4594 0.5406
3871903 0.4593 0.5407
3872000 0.4595 0.5405
3872056 0.4595 0.5405
3872073 0.4595 0.5405
3872273 0.4596 0.5404
3872309 0.4596 0.5404
3872340 0.4596 0.5404
3872367 0.4596 0.5404
3872397 0.4596 0.5404
3872501 0.4597 0.5403
3872521 0.4597 0.5403
3872588 0.4597 0.5403
3873061 0.4598 0.5402
3873115 0.4599 0.5401
3873129 0.4598 0.5402
3873916 0.4598 0.5402
3873970 0.4598 0.5402
3874981 0.4602 0.5398
3875048 0.4601 0.5399
3875085 0.4601 0.5399
3875111 0.4602 0.5398
3875117 0.4602 0.5398
3875216 0.4600 0.5400
3875246 0.4601 0.5399
3875363 0.4602 0.5398
3875438 0.4602 0.5398
3875741 0.4600 0.5400
3875794 0.4601 0.5399
3875813 0.4602 0.5398
3875918 0.4595 0.5405
3876259 0.4590 0.5410
3876309 0.4594 0.5406
3876338 0.4595 0.5405
3876344 0.4596 0.5404
3876355 0.4596 0.5404
3876403 0.4601 0.5399
3876478 0.4607 0.5393
3876574 0.4616 0.5384
3876607 0.4620 0.5380
3876652 0.4624 0.5376
3876685 0.4627 0.5373
3876706 0.4629 0.5371
3876711 0.4630 0.5370
3876719 0.4630 0.5370
3876745 0.4633 0.5367
3876802 0.4637 0.5363
3876872 0.4642 0.5358
3876980 0.4651 0.5349
3877001 0.4650 0.5350
3877116 0.4653 0.5347
3877212 0.4657 0.5343
3877287 0.4659 0.5341
3877323 0.4660 0.5340
3877374 0.4663 0.5337
3877460 0.4663 0.5337
3877548 0.4663 0.5337
3877759 0.4662 0.5338
3877807 0.4663 0.5337
3877897 0.4660 0.5340
3877916 0.4661 0.5339
3878104 0.4661 0.5339
3878160 0.4660 0.5340
3878370 0.4661 0.5339
3878540 0.4660 0.5340
3878681 0.4662 0.5338
3878711 0.4659 0.5341
3878894 0.4660 0.5340
3879133 0.4660 0.5340
3879202 0.4660 0.5340
3879406 0.4660 0.5340
3879509 0.4662 0.5338
3879657 0.4662 0.5338
3879756 0.4663 0.5337
3879914 0.4663 0.5337
3880374 0.4676 0.5324
3880436 0.4676 0.5324
3880779 0.4684 0.5316
3881264 0.4698 0.5302
3881513 0.4705 0.5295
3882033 0.4717 0.5283
3882308 0.4724 0.5276
3882343 0.4725 0.5275
3882419 0.4727 0.5273
3882535 0.4730 0.5270
3882568 0.4731 0.5269
3882651 0.4733 0.5267
3882810 0.4737 0.5263
3882943 0.4739 0.5261
3882982 0.4739 0.5261
3883010 0.4738 0.5262
3883246 0.4738 0.5262
3883328 0.4736 0.5264
3883787 0.4730 0.5270
3884334 0.4726 0.5274
3884355 0.4726 0.5274
3884368 0.4725 0.5275
3884403 0.4726 0.5274
3884811 0.4722 0.5278
3885104 0.4720 0.5280
3885141 0.4720 0.5280
3885160 0.4720 0.5280
3885170 0.4720 0.5280
3885363 0.4724 0.5276
3885416 0.4726 0.5274
3885447 0.4727 0.5273
3885471 0.4729 0.5271
3885492 0.4730 0.5270
3885503 0.4730 0.5270
3885530 0.4731 0.5269
3885549 0.4732 0.5268
3885569 0.4732 0.5268
3885782 0.4737 0.5263
3886004 0.4742 0.5258
3886017 0.4743 0.5257
3886030 0.4743 0.5257
3886100 0.4744 0.5256
3886129 0.4745 0.5255
3886150 0.4745 0.5255
3886162 0.4744 0.5256
3886200 0.4743 0.5257
3886375 0.4750 0.5250
3886410 0.4747 0.5253
3886490 0.4746 0.5254
3886505 0.4745 0.5255
3886638 0.4740 0.5260
3886651 0.4741 0.5259
3886932 0.4730 0.5270
3886942 0.4730 0.5270
3886994 0.4729 0.5271
3887148 0.4727 0.5273
3887184 0.4726 0.5274
3887212 0.4723 0.5277
3887242 0.4723 0.5277
3887252 0.4722 0.5278
3887271 0.4722 0.5278
3887279 0.4721 0.5279
3887296 0.4721 0.5279
3887326 0.4722 0.5278
3887366 0.4722 0.5278
3887467 0.4645 0.5355
3887544 0.4644 0.5356
3887639 0.4646 0.5354
3887848 0.4649 0.5351
3887948 0.4651 0.5349
3888475 0.4659 0.5341
3888604 0.4663 0.5337
3888720 0.4666 0.5334
3888901 0.4667 0.5333
3888950 0.4669 0.5331
3888955 0.4669 0.5331
3888962 0.4669 0.5331
3888992 0.4668 0.5332
3889115 0.4673 0.5327
3889122 0.4673 0.5327
3889166 0.4673 0.5327
3889245 0.4674 0.5326
3889321 0.4674 0.5326
3889375 0.4682 0.5318
3889409 0.4685 0.5315
3889437 0.4687 0.5313
3889455 0.4689 0.5311
3889546 0.4696 0.5304
3889551 0.4697 0.5303
3889724 0.4714 0.5286
3889821 0.4724 0.5276
3889850 0.4725 0.5275
3889867 0.4726 0.5274
3889907 0.4732 0.5268
3889924 0.4734 0.5266
3889943 0.4737 0.5263
3890057 0.4702 0.5298
3890063 0.4703 0.5297
3890177 0.4719 0.5281
3890306 0.4728 0.5272
3890638 0.4748 0.5252
3890769 0.4745 0.5255
3890843 0.4745 0.5255
3890864 0.4744 0.5256
3890944 0.4741 0.5259
3890974 0.4740 0.5260
3891033 0.4738 0.5262
3891043 0.4738 0.5262
3891073 0.4711 0.5289
3891087 0.4710 0.5290
3891161 0.4709 0.5291
3891396 0.4649 0.5351
3891427 0.4646 0.5354
3891438 0.4652 0.5348
3891537 0.4690 0.5310
3892107 0.4741 0.5259
3892362 0.4745 0.5255
3892387 0.4744 0.5256
3892403 0.4746 0.5254
3892424 0.4744 0.5256
3892837 0.4784 0.5216
3892860 0.4781 0.5219
3892959 0.4777 0.5223
3893005 0.4774 0.5226
3893010 0.4772 0.5228
3893037 0.4773 0.5227
3893061 0.4770 0.5230
3893169 0.4766 0.5234
3893191 0.4762 0.5238
3893347 0.4773 0.5227
3893387 0.4773 0.5227
3893423 0.4770 0.5230
3893543 0.4760 0.5240
3893550 0.4768 0.5232
3893617 0.4781 0.5219
3893628 0.4784 0.5216
3893637 0.4785 0.5215
3893656 0.4791 0.5209
3893721 0.4800 0.5200
3893778 0.4808 0.5192
3893826 0.4818 0.5182
3893981 0.4793 0.5207
3894075 0.4801 0.5199
3894147 0.4815 0.5185
3894201 0.4814 0.5186
3894268 0.4815 0.5185
3894276 0.4816 0.5184
3894362 0.4768 0.5232
3894424 0.4770 0.5230
3894446 0.4768 0.5232
3894470 0.4768 0.5232
3894552 0.4772 0.5228
3894917 0.4784 0.5216
3894939 0.4786 0.5214
3895215 0.4829 0.5171
3895236 0.4940 0.5060
3895553 0.5011 0.4989
3895572 0.5012 0.4988
3895623 0.4952 0.5048
3895629 0.4952 0.5048
3896726 0.4990 0.5010
3896972 0.4983 0.5017
3897184 0.4977 0.5023
3897752 0.4960 0.5040
3897928 0.4962 0.5038
3898700 0.4977 0.5023
3898815 0.4980 0.5020
3898860 0.4980 0.5020
3898925 0.4982 0.5018
3899079 0.4984 0.5016
3899315 0.4987 0.5013
3899676 0.4993 0.5007
3899890 0.4998 0.5002
3899906 0.4998 0.5002
3899914 0.4998 0.5002
3899936 0.4999 0.5001
3900088 0.5000 0.5000
3900099 0.5000 0.5000
3900258 0.5003 0.4997
3900303 0.5004 0.4996
3900410 0.5003 0.4997
3900461 0.5003 0.4997
3900470 0.5003 0.4997
3901192 0.5007 0.4993
3901258 0.5007 0.4993
3902022 0.4953 0.5047
3902383 0.4965 0.5035
3902418 0.4965 0.5035
3902437 0.4967 0.5033
3902450 0.4967 0.5033
3902488 0.4969 0.5031
3902544 0.4972 0.5028
3902565 0.4973 0.5027
3902782 0.5031 0.4969
3902806 0.5032 0.4968
3902927 0.5030 0.4970
3903033 0.5029 0.4971
3903174 0.5027 0.4973
3903302 0.5024 0.4976
3903423 0.5021 0.4979
3903501 0.5021 0.4979
3903556 0.5019 0.4981
3903571 0.5018 0.4982
3903598 0.5016 0.4984
3903664 0.5017 0.4983
3903678 0.5017 0.4983
3903800 0.5014 0.4986
3903916 0.5013 0.4987
3903965 0.5011 0.4989
3903972 0.5012 0.4988
3903997 0.5010 0.4990
3904066 0.5008 0.4992
3904100 0.5007 0.4993
3904148 0.5009 0.4991
3904182 0.5011 0.4989
3904207 0.5011 0.4989
3904376 0.5012 0.4988
3904467 0.5011 0.4989
3904485 0.5011 0.4989
3904493 0.5012 0.4988
3904606 0.5013 0.4987
3904635 0.5014 0.4986
3904650 0.5014 0.4986
3904671 0.5015 0.4985
3904682 0.5015 0.4985
3904924 0.5014 0.4986
3904976 0.5013 0.4987
3905403 0.5015 0.4985
3905444 0.5013 0.4987
3905483 0.5014 0.4986
3905730 0.5016 0.4984
3906213 0.5015 0.4985
3906343 0.5015 0.4985
3906358 0.5015 0.4985
3906365 0.5016 0.4984
3906378 0.5015 0.4985
3906444 0.5014 0.4986
3906469 0.5014 0.4986
3906485 0.5013 0.4987
3906494 0.5013 0.4987
3906540 0.5014 0.4986
3906564 0.5015 0.4985
3907085 0.5016 0.4984
3907097 0.5017 0.4983
3907110 0.5017 0.4983
3907314 0.5018 0.4982
3907380 0.5016 0.4984
3907437 0.5015 0.4985
3907477 0.5015 0.4985
3907538 0.5013 0.4987
3907576 0.5013 0.4987
3907630 0.5011 0.4989
3907885 0.5006 0.4994
3907903 0.5006 0.4994
3907942 0.5005 0.4995
3907950 0.5004 0.4996
3907962 0.5005 0.4995
3907982 0.5005 0.4995
3908064 0.5004 0.4996
3908069 0.5004 0.4996
3908094 0.5004 0.4996
3908170 0.5004 0.4996
3908197 0.5002 0.4998
3908388 0.4998 0.5002
3908434 0.4998 0.5002
3908519 0.4996 0.5004
3908611 0.4995 0.5005
3908705 0.4992 0.5008
3908890 0.4987 0.5013
3909434 0.4979 0.5021
3909473 0.4980 0.5020
3909638 0.4976 0.5024
3909643 0.4976 0.5024
3909649 0.4976 0.5024
3909670 0.4975 0.5025
3909969 0.4968 0.5032
3910319 0.4959 0.5041
3910335 0.4960 0.5040
3910417 0.4959 0.5041
3910477 0.4959 0.5041
3910571 0.5021 0.4979
3910897 0.5023 0.4977
3911457 0.5027 0.4973
3911597 0.5027 0.4973
3911886 0.5029 0.4971
3912768 0.5039 0.4961
3912879 0.5038 0.4962
3913852 0.5047 0.4953
3914384 0.5047 0.4953
3914603 0.5047 0.4953
3915154 0.5046 0.4954
3915223 0.5047 0.4953
3916085 0.5043 0.4957
3916232 0.5043 0.4957
3916297 0.5044 0.4956
3916326 0.5044 0.4956
3917565 0.5043 0.4957
3917588 0.5043 0.4957
3917766 0.5042 0.4958
3917801 0.5043 0.4957
3918403 0.5046 0.4954
3918558 0.5046 0.4954
3919084 0.5047 0.4953
3919097 0.5046 0.4954
3919109 0.5046 0.4954
3920034 0.5046 0.4954
3920306 0.5048 0.4952
3920394 0.5046 0.4954
3921603 0.5064 0.4936
3922273 0.5066 0.4934
3922350 0.5065 0.4935
3923073 0.5065 0.4935
3923364 0.5065 0.4935
3923609 0.5065 0.4935
3923856 0.5066 0.4934
3924130 0.5066 0.4934
3924637 0.5070 0.4930
3924840 0.5071 0.4929
3925072 0.5070 0.4930
3925211 0.5070 0.4930
3926043 0.5066 0.4934
3926305 0.5063 0.4937
3927046 0.5064 0.4936
3928623 0.5053 0.4947
3929406 0.5050 0.4950
3929455 0.5049 0.4951
3930108 0.5046 0.4954
3930773 0.5041 0.4959
3931646 0.5035 0.4965
3932209 0.5029 0.4971
3932223 0.5029 0.4971
3932234 0.5028 0.4972
3932239 0.5029 0.4971
3932308 0.5029 0.4971
3932371 0.5029 0.4971
3932638 0.5026 0.4974
3932649 0.5026 0.4974
3933896 0.5012 0.4988
3934030 0.5010 0.4990
3934162 0.5009 0.4991
3934565 0.5005 0.4995
3934649 0.5004 0.4996
3936775 0.4980 0.5020
3937058 0.4977 0.5023
3937071 0.4977 0.5023
3937075 0.4977 0.5023
3937077 0.4977 0.5023
3937083 0.4977 0.5023
3937162 0.4976 0.5024
3937374 0.4975 0.5025
3937466 0.4975 0.5025
3937568 0.4974 0.5026
3937684 0.4973 0.5027
3937793 0.4971 0.5029
3938006 0.4968 0.5032
3938279 0.4964 0.5036
3938367 0.4963 0.5037
3938773 0.4953 0.5047
3938885 0.4952 0.5048
3939012 0.4951 0.5049
3939132 0.4949 0.5051
3940057 0.4936 0.5064
3940747 0.4926 0.5074
3940755 0.4926 0.5074
3941682 0.4913 0.5087
3941971 0.4909 0.5091
3941981 0.4970 0.5030
3942093 0.4970 0.5030
3942168 0.4967 0.5033
3943197 0.4961 0.5039
3944331 0.4951 0.5049
3944362 0.4951 0.5049
3944665 0.4948 0.5052
3944687 0.4947 0.5053
3945298 0.4944 0.5056
3945917 0.4942 0.5058
3946385 0.4937 0.5063
3946482 0.4939 0.5061
3946976 0.4948 0.5052
3947367 0.4955 0.5045
3947979 0.4965 0.5035
3948154 0.4967 0.5033
3948162 0.4968 0.5032
3948369 0.4971 0.5029
3948393 0.4972 0.5028
3948482 0.4974 0.5026
3949129 0.4955 0.5045
3949200 0.4954 0.5046
3949944 0.4923 0.5077
3950110 0.4912 0.5088
3950274 0.4904 0.5096
3950283 0.4904 0.5096
3950293 0.4904 0.5096
3950818 0.4881 0.5119
3951976 0.4825 0.5175
3952040 0.4822 0.5178
3952283 0.4812 0.5188
3952294 0.4813 0.5187
3952388 0.4810 0.5190
3953225 0.4791 0.5209
3953249 0.4791 0.5209
3953426 0.4790 0.5210
3954038 0.4785 0.5215
3955543 0.4773 0.5227
3955554 0.4773 0.5227
3955632 0.4773 0.5227
3955665 0.4773 0.5227
3955755 0.4771 0.5229
3955813 0.4771 0.5229
3955838 0.4772 0.5228
3955846 0.4772 0.5228
3955851 0.4772 0.5228
3956349 0.4766 0.5234
3956487 0.4768 0.5232
3956513 0.4768 0.5232
3956556 0.4770 0.5230
3956571 0.4770 0.5230
3956599 0.4772 0.5228
3956626 0.4771 0.5229
3956816 0.4775 0.5225
3956822 0.4774 0.5226
3956881 0.4776 0.5224
3957243 0.4783 0.5217
3957248 0.4783 0.5217
3957260 0.4783 0.5217
3957270 0.4783 0.5217
3957371 0.4785 0.5215
3957431 0.4788 0.5212
3957439 0.4789 0.5211
3957570 0.4790 0.5210
3957652 0.4792 0.5208
3957657 0.4793 0.5207
3957658 0.4793 0.5207
3957755 0.4794 0.5206
3958352 0.4802 0.5198
3958414 0.4803 0.5197
3958560 0.4806 0.5194
3958566 0.4805 0.5195
3958845 0.4798 0.5202
3958858 0.4798 0.5202
3958956 0.4794 0.5206
3958987 0.4793 0.5207
3958996 0.4791 0.5209
3959038 0.4790 0.5210
3959051 0.4788 0.5212
3959123 0.4750 0.5250
3959191 0.4746 0.5254
3959208 0.4747 0.5253
3959242 0.4745 0.5255
3959617 0.4728 0.5272
3959805 0.4722 0.5278
3959881 0.4717 0.5283
3959963 0.4712 0.5288
3959969 0.4712 0.5288
3960004 0.4711 0.5289
3960241 0.4718 0.5282
3960290 0.4715 0.5285
3960318 0.4714 0.5286
3960400 0.4710 0.5290
3960446 0.4710 0.5290
3960657 0.4708 0.5292
3960746 0.4706 0.5294
3960913 0.4705 0.5295
3960937 0.4705 0.5295
3961046 0.4702 0.5298
3961056 0.4702 0.5298
3961076 0.4702 0.5298
3961294 0.4699 0.5301
3961670 0.4694 0.5306
3961807 0.4691 0.5309
3961897 0.4690 0.5310
3961906 0.4690 0.5310
3961915 0.4690 0.5310
3961962 0.4688 0.5312
3961973 0.4688 0.5312
3962018 0.4687 0.5313
3962098 0.4690 0.5310
3962398 0.4691 0.5309
3963450 0.4686 0.5314
3963474 0.4685 0.5315
3964157 0.4683 0.5317
3964246 0.4682 0.5318
3964312 0.4683 0.5317
3964323 0.4683 0.5317
3964329 0.4683 0.5317
3964395 0.4684 0.5316
3964494 0.4682 0.5318
3965006 0.4665 0.5335
3965122 0.4661 0.5339
3965373 0.4665 0.5335
3965605 0.4655 0.5345
3966063 0.4637 0.5363
3966181 0.4632 0.5368
3967364 0.4632 0.5368
3967830 0.4633 0.5367
3968151 0.4634 0.5366
3968182 0.4634 0.5366
3968242 0.4635 0.5365
3968263 0.4634 0.5366
3968584 0.4633 0.5367
3969095 0.4632 0.5368
3969980 0.4631 0.5369
3970011 0.4630 0.5370
3970074 0.4631 0.5369
3970124 0.4571 0.5429
3970348 0.4595 0.5405
3970355 0.4595 0.5405
3970423 0.4595 0.5405
3970429 0.4584 0.5416
3971330 0.4521 0.5479
3971410 0.4520 0.5480
3971762 0.4520 0.5480
3971788 0.4519 0.5481
3972423 0.4505 0.5495
3973047 0.4493 0.5507
3973544 0.4484 0.5516
3973584 0.4485 0.5515
3973704 0.4480 0.5520
3973734 0.4480 0.5520
3973760 0.4477 0.5523
3973795 0.4474 0.5526
3973819 0.4502 0.5498
3973849 0.4501 0.5499
3973864 0.4501 0.5499
3973915 0.4502 0.5498
3973975 0.4502 0.5498
3974152 0.4488 0.5512
3974306 0.4477 0.5523
3974538 0.4538 0.5462
3974553 0.4537 0.5463
3974783 0.4535 0.5465
3975054 0.4534 0.5466
3975255 0.4595 0.5405
3975333 0.4648 0.5352
3975468 0.4646 0.5354
3975499 0.4646 0.5354
3975510 0.4646 0.5354
3975567 0.4645 0.5355
3975651 0.4648 0.5352
3975662 0.4649 0.5351
3975715 0.4646 0.5354
3975725 0.4645 0.5355
3975766 0.4645 0.5355
3975864 0.4642 0.5358
3975918 0.4641 0.5359
3975932 0.4640 0.5360
3975975 0.4638 0.5362
3976001 0.4637 0.5363
3976036 0.4636 0.5364
3976167 0.4632 0.5368
3976288 0.4627 0.5373
3976376 0.4637 0.5363
3976385 0.4638 0.5362
3976475 0.4637 0.5363
3976503 0.4636 0.5364
3977312 0.4612 0.5388
3979619 0.4537 0.5463
3979787 0.4531 0.5469
3980058 0.4523 0.5477
3980337 0.4571 0.5429
3981855 0.4562 0.5438
3982138 0.4559 0.5441
3982274 0.4558 0.5442
3982344 0.4557 0.5443
3982571 0.4557 0.5443
3982630 0.4558 0.5442
3982671 0.4558 0.5442
3982759 0.4559 0.5441
3982902 0.4560 0.5440
3983359 0.4562 0.5438
3983398 0.4562 0.5438
3983803 0.4564 0.5436
3983923 0.4562 0.5438
3984005 0.4564 0.5436
3984297 0.4565 0.5435
3984420 0.4566 0.5434
3984652 0.4563 0.5437
3984823 0.4564 0.5436
3984860 0.4564 0.5436
3984975 0.4563 0.5437
3985102 0.4563 0.5437
3985338 0.4563 0.5437
3985359 0.4563 0.5437
3985659 0.4565 0.5435
3985959 0.4568 0.5432
3986318 0.4572 0.5428
3986616 0.4574 0.5426
3986680 0.4574 0.5426
3987059 0.4578 0.5422
3987272 0.4583 0.5417
3987592 0.4590 0.5410
3987763 0.4594 0.5406
3987832 0.4595 0.5405
3988028 0.4596 0.5404
3988050 0.4597 0.5403
3988356 0.4601 0.5399
3988516 0.4602 0.5398
3988564 0.4602 0.5398
3988813 0.4604 0.5396
3989223 0.4603 0.5397
3989404 0.4602 0.5398
3989474 0.4602 0.5398
3989825 0.4604 0.5396
3989840 0.4604 0.5396
3989883 0.4604 0.5396
3990189 0.4602 0.5398
3990432 0.4610 0.5390
3990879 0.4604 0.5396
3990961 0.4607 0.5393
3991072 0.4610 0.5390
3991109 0.4611 0.5389
3991292 0.4617 0.5383
3991308 0.4618 0.5382
3991355 0.4620 0.5380
3991367 0.4620 0.5380
3991378 0.4620 0.5380
3991724 0.4637 0.5363
3991812 0.4640 0.5360
3991838 0.4640 0.5360
3992124 0.4651 0.5349
3992274 0.4657 0.5343
3992388 0.4655 0.5345
3992425 0.4655 0.5345
3992929 0.4664 0.5336
3993330 0.4660 0.5340
3993565 0.4658 0.5342
3994101 0.4652 0.5348
3994291 0.4650 0.5350
3994341 0.4651 0.5349
3994403 0.4651 0.5349
3994765 0.4645 0.5355
3994908 0.4643 0.5357
3995143 0.4638 0.5362
3995168 0.4638 0.5362
3995341 0.4637 0.5363
3995434 0.4637 0.5363
3995775 0.4634 0.5366
3995895 0.4633 0.5367
3995904 0.4632 0.5368
3996180 0.4628 0.5372
3996303 0.4631 0.5369
3997211 0.4659 0.5341
3997468 0.4667 0.5333
3997621 0.4671 0.5329
3997785 0.4675 0.5325
3998303 0.4685 0.5315
3998619 0.4693 0.5307
3998654 0.4692 0.5308
3998679 0.4693 0.5307
3998719 0.4698 0.5302
3998743 0.4698 0.5302
3998758 0.4699 0.5301
3998802 0.4701 0.5299
3998900 0.4696 0.5304
3999031 0.4700 0.5300
3999092 0.4698 0.5302
3999164 0.4698 0.5302
3999686 0.4691 0.5309
4000042 0.4688 0.5312
4000159 0.4684 0.5316
4000165 0.4684 0.5316
4000188 0.4685 0.5315
4000249 0.4683 0.5317
4000267 0.4682 0.5318
4000285 0.4682 0.5318
4000316 0.4682 0.5318
4000331 0.4682 0.5318
4000346 0.4682 0.5318
4000373 0.4681 0.5319
4000397 0.4680 0.5320
4000426 0.4681 0.5319
4000685 0.4670 0.5330
4000850 0.4662 0.5338
4001009 0.4655 0.5345
4001084 0.4655 0.5345
4001251 0.4667 0.5333
4001265 0.4668 0.5332
4001371 0.4674 0.5326
4001517 0.4686 0.5314
4001778 0.4707 0.5293
4001969 0.4721 0.5279
4002081 0.4736 0.5264
4002322 0.4770 0.5230
4002410 0.4775 0.5225
4002422 0.4776 0.5224
4002450 0.4777 0.5223
4002465 0.4778 0.5222
4002526 0.4782 0.5218
4002556 0.4785 0.5215
4002622 0.4790 0.5210
4002712 0.4797 0.5203
4002832 0.4801 0.5199
4003032 0.4809 0.5191
4003517 0.4821 0.5179
4004538 0.4849 0.5151
4005028 0.4866 0.5134
4005046 0.4866 0.5134
4005071 0.4866 0.5134
4006294 0.4938 0.5062
4006357 0.4938 0.5062
4007712 0.4962 0.5038
4008148 0.4970 0.5030
4008479 0.4956 0.5044
4008896 0.4928 0.5072
4008919 0.4927 0.5073
4009186 0.4912 0.5088
4009349 0.4912 0.5088
4009463 0.4912 0.5088
4009524 0.4912 0.5088
4009627 0.4912 0.5088
4009655 0.4912 0.5088
4009699 0.4912 0.5088
4009999 0.4913 0.5087
4010028 0.4912 0.5088
4010187 0.4914 0.5086
4010226 0.4915 0.5085
4010281 0.4913 0.5087
4010329 0.4913 0.5087
4010403 0.4913 0.5087
4010437 0.4912 0.5088
4010501 0.4912 0.5088
4010612 0.4913 0.5087
4010621 0.4913 0.5087
4010793 0.4911 0.5089
4010913 0.4910 0.5090
4010975 0.4909 0.5091
4011004 0.4910 0.5090
4011091 0.4911 0.5089
4011152 0.4921 0.5079
4011794 0.4935 0.5065
4011963 0.4937 0.5063
4012326 0.4939 0.5061
4012408 0.4940 0.5060
4012658 0.4942 0.5058
4012691 0.4941 0.5059
4013078 0.4943 0.5057
4018510 0.4792 0.5208
4018587 0.4790 0.5210
4018749 0.4787 0.5213
4019758 0.4763 0.5237
4019929 0.4760 0.5240
4020240 0.4753 0.5247
4020618 0.4743 0.5257
4021086 0.4732 0.5268
4021221 0.4729 0.5271
4021263 0.4727 0.5273
4021481 0.4663 0.5337
4021878 0.4654 0.5346
4021955 0.4653 0.5347
4022188 0.4642 0.5358
4022196 0.4643 0.5357
4022275 0.4652 0.5348
4022309 0.4668 0.5332
4022359 0.4674 0.5326
4022360 0.4674 0.5326
4022422 0.4644 0.5356
4022433 0.4645 0.5355
4022441 0.4646 0.5354
4022467 0.4650 0.5350
4022704 0.4634 0.5366
4022813 0.4615 0.5385
4023227 0.4666 0.5334
4023298 0.4674 0.5326
4023382 0.4673 0.5327
4023414 0.4673 0.5327
4023455 0.4673 0.5327
4023484 0.4673 0.5327
4023677 0.4674 0.5326
4023850 0.4673 0.5327
4023993 0.4671 0.5329
4024328 0.4670 0.5330
4024464 0.4671 0.5329
4024563 0.4670 0.5330
4024725 0.4670 0.5330
4024766 0.4670 0.5330
4024811 0.4668 0.5332
4024967 0.4667 0.5333
4024978 0.4667 0.5333
4025032 0.4668 0.5332
4025218 0.4666 0.5334
4025480 0.4665 0.5335
4025537 0.4665 0.5335
4025910 0.4663 0.5337
4025941 0.4663 0.5337
4026068 0.4660 0.5340
4026571 0.4663 0.5337
4026685 0.4661 0.5339
4026706 0.4661 0.5339
4026867 0.4660 0.5340
4026982 0.4661 0.5339
4027030 0.4660 0.5340
4027413 0.4655 0.5345
4027658 0.4655 0.5345
4027772 0.4653 0.5347
4027843 0.4652 0.5348
4027906 0.4653 0.5347
4027973 0.4653 0.5347
4028108 0.4650 0.5350
4028168 0.4644 0.5356
4028211 0.4643 0.5357
4028243 0.4643 0.5357
4028452 0.4643 0.5357
4028474 0.4644 0.5356
4028493 0.4644 0.5356
4028513 0.4644 0.5356
4028526 0.4644 0.5356
4028556 0.4643 0.5357
4028576 0.4641 0.5359
4028722 0.4637 0.5363
4028743 0.4637 0.5363
4029189 0.4612 0.5388
4029275 0.4609 0.5391
4029318 0.4607 0.5393
4029481 0.4639 0.5361
4029528 0.4637 0.5363
4029557 0.4635 0.5365
4029611 0.4633 0.5367
4029708 0.4626 0.5374
4029927 0.4657 0.5343
4029993 0.4656 0.5344
4030037 0.4655 0.5345
4030048 0.4655 0.5345
4030093 0.4655 0.5345
4030133 0.4715 0.5285
4030190 0.4713 0.5287
4030285 0.4711 0.5289
4030330 0.4710 0.5290
4030336 0.4710 0.5290
4030346 0.4709 0.5291
4030392 0.4709 0.5291
4030429 0.4759 0.5241
4030436 0.4759 0.5241
4030631 0.4754 0.5246
4030750 0.4752 0.5248
4030774 0.4751 0.5249
4030790 0.4750 0.5250
4030912 0.4746 0.5254
4030920 0.4748 0.5252
4030974 0.4751 0.5249
4030982 0.4752 0.5248
4030990 0.4752 0.5248
4031012 0.4754 0.5246
4031033 0.4755 0.5245
4031046 0.4756 0.5244
4031155 0.4764 0.5236
4031165 0.4765 0.5235
4031286 0.4773 0.5227
4031365 0.4779 0.5221
4031410 0.4719 0.5281
4031416 0.4711 0.5289
4031456 0.4712 0.5288
4031502 0.4712 0.5288
4031529 0.4713 0.5287
4031560 0.4713 0.5287
4031734 0.4717 0.5283
4031752 0.4718 0.5282
4031763 0.4718 0.5282
4031812 0.4720 0.5280
4031914 0.4721 0.5279
4031922 0.4721 0.5279
4032122 0.4724 0.5276
4032135 0.4724 0.5276
4032158 0.4724 0.5276
4032195 0.4725 0.5275
4032237 0.4726 0.5274
4032297 0.4728 0.5272
4032304 0.4728 0.5272
4032310 0.4728 0.5272
4032326 0.4729 0.5271
4032901 0.4740 0.5260
4033052 0.4735 0.5265
4033133 0.4735 0.5265
4033689 0.4748 0.5252
4034013 0.4755 0.5245
4034193 0.4758 0.5242
4034360 0.4760 0.5240
4034536 0.4765 0.5235
4034544 0.4765 0.5235
4034632 0.4768 0.5232
4034670 0.4768 0.5232
4034713 0.4769 0.5231
4034729 0.4768 0.5232
4034834 0.4771 0.5229
4034878 0.4773 0.5227
4034951 0.4773 0.5227
4034965 0.4773 0.5227
4035001 0.4773 0.5227
4035056 0.4775 0.5225
4035102 0.4776 0.5224
4035115 0.4776 0.5224
4035217 0.4777 0.5223
4035228 0.4776 0.5224
4035264 0.4776 0.5224
4035291 0.4777 0.5223
4035344 0.4777 0.5223
