physical_position NN DD 
3887326 0.0000 1.0000
3887366 0.0000 1.0000
3887467 0.0000 1.0000
3887544 0.0000 1.0000
3887639 0.0000 1.0000
3887848 0.0000 1.0000
3887948 0.0000 1.0000
3888475 0.0000 1.0000
3888604 0.0000 1.0000
3888720 0.0000 1.0000
3888901 0.0000 1.0000
3888950 0.0000 1.0000
3888955 0.0000 1.0000
3888962 0.0000 1.0000
3888992 0.0000 1.0000
3889115 0.0000 1.0000
3889122 0.0000 1.0000
3889166 0.0000 1.0000
3889245 0.0000 1.0000
3889321 0.0000 1.0000
3889375 0.0000 1.0000
3889409 0.0000 1.0000
3889437 0.0000 1.0000
3889455 0.0000 1.0000
3889546 0.0000 1.0000
3889551 0.0000 1.0000
3889724 0.0000 1.0000
3889821 0.0000 1.0000
3889850 0.0000 1.0000
3889867 0.0000 1.0000
3889907 0.0000 1.0000
3889924 0.0000 1.0000
3889943 0.0000 1.0000
3890057 0.0000 1.0000
3890063 0.0000 1.0000
3890177 0.0000 1.0000
3890306 0.0000 1.0000
3890638 0.0000 1.0000
3890769 0.0000 1.0000
3890843 0.0000 1.0000
3890864 0.0000 1.0000
3890944 0.0000 1.0000
3890974 0.0000 1.0000
3891033 0.0000 1.0000
3891043 0.0000 1.0000
3891073 0.0000 1.0000
3891087 0.0000 1.0000
3891161 0.0000 1.0000
3891396 0.0000 1.0000
3891427 0.0000 1.0000
3891438 0.0000 1.0000
3891537 0.0000 1.0000
3892107 0.0000 1.0000
3892362 0.0000 1.0000
3892387 0.0000 1.0000
3892403 0.0000 1.0000
3892424 0.0000 1.0000
3892837 0.0000 1.0000
3892860 0.0000 1.0000
3892959 0.0000 1.0000
3893005 0.0000 1.0000
3893010 0.0000 1.0000
3893037 0.0000 1.0000
3893061 0.0000 1.0000
3893169 0.0000 1.0000
3893191 0.0000 1.0000
3893347 0.0000 1.0000
3893387 0.0000 1.0000
3893423 0.0000 1.0000
3893543 0.0000 1.0000
3893550 0.0000 1.0000
3893617 0.0000 1.0000
3893628 0.0000 1.0000
3893637 0.0000 1.0000
3893656 0.0000 1.0000
3893721 0.0000 1.0000
3893778 0.0000 1.0000
3893826 0.0000 1.0000
3893981 0.0000 1.0000
3894075 0.0000 1.0000
3894147 0.0000 1.0000
3894201 0.0000 1.0000
3894268 0.0000 1.0000
3894276 0.0000 1.0000
3894362 0.0000 1.0000
3894424 0.0000 1.0000
3894446 0.0000 1.0000
3894470 0.0000 1.0000
3894552 0.0000 1.0000
3894917 0.0000 1.0000
3894939 0.0000 1.0000
3895215 0.0000 1.0000
3895236 0.0000 1.0000
3895553 0.0000 1.0000
3895572 0.0000 1.0000
3895623 0.0000 1.0000
3895629 0.0000 1.0000
3896726 0.0000 1.0000
3896972 0.0000 1.0000
3897184 0.0000 1.0000
3897752 0.0000 1.0000
3897928 0.0000 1.0000
3898700 0.0000 1.0000
3898815 0.0000 1.0000
3898860 0.0000 1.0000
3898925 0.0000 1.0000
3899079 0.0000 1.0000
3899315 0.0000 1.0000
3899676 0.0000 1.0000
3899890 0.0000 1.0000
3899906 0.0000 1.0000
3899914 0.0000 1.0000
3899936 0.0000 1.0000
3900088 0.0000 1.0000
3900099 0.0000 1.0000
3900258 0.0000 1.0000
3900303 0.0000 1.0000
3900410 0.0000 1.0000
3900461 0.0000 1.0000
3900470 0.0000 1.0000
3901192 0.0000 1.0000
3901258 0.0000 1.0000
3902022 0.0000 1.0000
3902383 0.0000 1.0000
3902418 0.0000 1.0000
3902437 0.0000 1.0000
3902450 0.0000 1.0000
3902488 0.0000 1.0000
3902544 0.0000 1.0000
3902565 0.0000 1.0000
3902782 0.0000 1.0000
3902806 0.0000 1.0000
3902927 0.0000 1.0000
3903033 0.0000 1.0000
3903174 0.0000 1.0000
3903302 0.0000 1.0000
3903423 0.0000 1.0000
3903501 0.0000 1.0000
3903556 0.0000 1.0000
3903571 0.0000 1.0000
3903598 0.0000 1.0000
3903664 0.0000 1.0000
3903678 0.0000 1.0000
3903800 0.0000 1.0000
3903916 0.0000 1.0000
3903965 0.0000 1.0000
3903972 0.0000 1.0000
3903997 0.0000 1.0000
3904066 0.0000 1.0000
3904100 0.0000 1.0000
3904148 0.0000 1.0000
3904182 0.0000 1.0000
3904207 0.0000 1.0000
3904376 0.0000 1.0000
3904467 0.0000 1.0000
3904485 0.0000 1.0000
3904493 0.0000 1.0000
3904606 0.0000 1.0000
3904635 0.0000 1.0000
3904650 0.0000 1.0000
3904671 0.0000 1.0000
3904682 0.0000 1.0000
3904924 0.0000 1.0000
3904976 0.0000 1.0000
3905403 0.0000 1.0000
3905444 0.0000 1.0000
3905483 0.0000 1.0000
3905730 0.0000 1.0000
3906213 0.0000 1.0000
3906343 0.0000 1.0000
3906358 0.0000 1.0000
3906365 0.0000 1.0000
3906378 0.0000 1.0000
3906444 0.0000 1.0000
3906469 0.0000 1.0000
3906485 0.0000 1.0000
3906494 0.0000 1.0000
3906540 0.0000 1.0000
3906564 0.0000 1.0000
3907085 0.0000 1.0000
3907097 0.0000 1.0000
3907110 0.0000 1.0000
3907314 0.0000 1.0000
3907380 0.0000 1.0000
3907437 0.0000 1.0000
3907477 0.0000 1.0000
3907538 0.0000 1.0000
3907576 0.0000 1.0000
3907630 0.0000 1.0000
3907885 0.0000 1.0000
3907903 0.0000 1.0000
3907942 0.0000 1.0000
3907950 0.0000 1.0000
3907962 0.0000 1.0000
3907982 0.0000 1.0000
3908064 0.0000 1.0000
3908069 0.0000 1.0000
3908094 0.0000 1.0000
3908170 0.0000 1.0000
3908197 0.0000 1.0000
3908388 0.0000 1.0000
3908434 0.0000 1.0000
3908519 0.0000 1.0000
3908611 0.0000 1.0000
3908705 0.0000 1.0000
3908890 0.0000 1.0000
3909434 0.0000 1.0000
3909473 0.0000 1.0000
3909638 0.0000 1.0000
3909643 0.0000 1.0000
3909649 0.0000 1.0000
3909670 0.0000 1.0000
3909969 0.0000 1.0000
3910319 0.0000 1.0000
3910335 0.0000 1.0000
3910417 0.0000 1.0000
3910477 0.0000 1.0000
3910571 0.0000 1.0000
3910897 0.0000 1.0000
3911457 0.0000 1.0000
3911597 0.0000 1.0000
3911886 0.0000 1.0000
3912768 0.0000 1.0000
3912879 0.0000 1.0000
3913852 0.0000 1.0000
3914384 0.0000 1.0000
3914603 0.0000 1.0000
3915154 0.0000 1.0000
3915223 0.0000 1.0000
3916085 0.0000 1.0000
3916232 0.0000 1.0000
3916297 0.0000 1.0000
3916326 0.0000 1.0000
3917565 0.0000 1.0000
3917588 0.0000 1.0000
3917766 0.0000 1.0000
3917801 0.0000 1.0000
3918403 0.0000 1.0000
3918558 0.0000 1.0000
3919084 0.0000 1.0000
3919097 0.0000 1.0000
3919109 0.0000 1.0000
3920034 0.0000 1.0000
3920306 0.0000 1.0000
3920394 0.0000 1.0000
3921603 0.0000 1.0000
3922273 0.0000 1.0000
3922350 0.0000 1.0000
3923073 0.0000 1.0000
3923364 0.0000 1.0000
3923609 0.0000 1.0000
3923856 0.0000 1.0000
3924130 0.0000 1.0000
3924637 0.0000 1.0000
3924840 0.0000 1.0000
3925072 0.0000 1.0000
3925211 0.0000 1.0000
3926043 0.0000 1.0000
3926305 0.0000 1.0000
3927046 0.0000 1.0000
3928623 0.0000 1.0000
3929406 0.0000 1.0000
3929455 0.0000 1.0000
3930108 0.0000 1.0000
3930773 0.0000 1.0000
3931646 0.0000 1.0000
3932209 0.0000 1.0000
3932223 0.0000 1.0000
3932234 0.0000 1.0000
3932239 0.0000 1.0000
3932308 0.0000 1.0000
3932371 0.0000 1.0000
3932638 0.0000 1.0000
3932649 0.0000 1.0000
3933896 0.0000 1.0000
3934030 0.0000 1.0000
3934162 0.0000 1.0000
3934565 0.0000 1.0000
3934649 0.0000 1.0000
3936775 0.0000 1.0000
3937058 0.0000 1.0000
3937071 0.0000 1.0000
3937075 0.0000 1.0000
3937077 0.0000 1.0000
3937083 0.0000 1.0000
3937162 0.0000 1.0000
3937374 0.0000 1.0000
3937466 0.0000 1.0000
3937568 0.0000 1.0000
3937684 0.0000 1.0000
3937793 0.0000 1.0000
3938006 0.0000 1.0000
3938279 0.0000 1.0000
3938367 0.0000 1.0000
3938773 0.0000 1.0000
3938885 0.0000 1.0000
3939012 0.0000 1.0000
3939132 0.0000 1.0000
3940057 0.0000 1.0000
3940747 0.0000 1.0000
3940755 0.0000 1.0000
3941682 0.0000 1.0000
3941971 0.0000 1.0000
3941981 0.0000 1.0000
3942093 0.0000 1.0000
3942168 0.0000 1.0000
3943197 0.0000 1.0000
3944331 0.0000 1.0000
3944362 0.0000 1.0000
3944665 0.0000 1.0000
3944687 0.0000 1.0000
3945298 0.0000 1.0000
3945917 0.0000 1.0000
3946385 0.0000 1.0000
3946482 0.0000 1.0000
3946976 0.0000 1.0000
3947367 0.0000 1.0000
3947979 0.0000 1.0000
3948154 0.0000 1.0000
3948162 0.0000 1.0000
3948369 0.0000 1.0000
3948393 0.0000 1.0000
3948482 0.0000 1.0000
3949129 0.0000 1.0000
3949200 0.0000 1.0000
3949944 0.0000 1.0000
3950110 0.0000 1.0000
3950274 0.0000 1.0000
3950283 0.0000 1.0000
3950293 0.0000 1.0000
3950818 0.0000 1.0000
3951976 0.0000 1.0000
3952040 0.0000 1.0000
3952283 0.0000 1.0000
3952294 0.0000 1.0000
3952388 0.0000 1.0000
3953225 0.0000 1.0000
3953249 0.0000 1.0000
3953426 0.0000 1.0000
3954038 0.0000 1.0000
3955543 0.0000 1.0000
3955554 0.0000 1.0000
3955632 0.0000 1.0000
3955665 0.0000 1.0000
3955755 0.0000 1.0000
3955813 0.0000 1.0000
3955838 0.0000 1.0000
3955846 0.0000 1.0000
3955851 0.0000 1.0000
3956349 0.0000 1.0000
3956487 0.0000 1.0000
3956513 0.0000 1.0000
3956556 0.0000 1.0000
3956571 0.0000 1.0000
3956599 0.0000 1.0000
3956626 0.0000 1.0000
3956816 0.0000 1.0000
3956822 0.0000 1.0000
3956881 0.0000 1.0000
3957243 0.0000 1.0000
3957248 0.0000 1.0000
3957260 0.0000 1.0000
3957270 0.0000 1.0000
3957371 0.0000 1.0000
3957431 0.0000 1.0000
3957439 0.0000 1.0000
3957570 0.0000 1.0000
3957652 0.0000 1.0000
3957657 0.0000 1.0000
3957658 0.0000 1.0000
3957755 0.0000 1.0000
3958352 0.0000 1.0000
3958414 0.0000 1.0000
3958560 0.0000 1.0000
3958566 0.0000 1.0000
3958845 0.0000 1.0000
3958858 0.0000 1.0000
3958956 0.0000 1.0000
3958987 0.0000 1.0000
3958996 0.0000 1.0000
3959038 0.0000 1.0000
3959051 0.0000 1.0000
3959123 0.0000 1.0000
3959191 0.0000 1.0000
3959208 0.0000 1.0000
3959242 0.0000 1.0000
3959617 0.0000 1.0000
3959805 0.0000 1.0000
3959881 0.0000 1.0000
3959963 0.0000 1.0000
3959969 0.0000 1.0000
3960004 0.0000 1.0000
3960241 0.0000 1.0000
3960290 0.0000 1.0000
3960318 0.0000 1.0000
3960400 0.0000 1.0000
3960446 0.0000 1.0000
3960657 0.0000 1.0000
3960746 0.0000 1.0000
3960913 0.0000 1.0000
3960937 0.0000 1.0000
3961046 0.0000 1.0000
3961056 0.0000 1.0000
3961076 0.0000 1.0000
3961294 0.0000 1.0000
3961670 0.0000 1.0000
3961807 0.0000 1.0000
3961897 0.0000 1.0000
3961906 0.0000 1.0000
3961915 0.0000 1.0000
3961962 0.0000 1.0000
3961973 0.0000 1.0000
3962018 0.0000 1.0000
3962098 0.0000 1.0000
3962398 0.0000 1.0000
3963450 0.0000 1.0000
3963474 0.0000 1.0000
3964157 0.0000 1.0000
3964246 0.0000 1.0000
3964312 0.0000 1.0000
3964323 0.0000 1.0000
3964329 0.0000 1.0000
3964395 0.0000 1.0000
3964494 0.0000 1.0000
3965006 0.0000 1.0000
3965122 0.0000 1.0000
3965373 0.0000 1.0000
3965605 0.0000 1.0000
3966063 0.0000 1.0000
3966181 0.0000 1.0000
3967364 0.0000 1.0000
3967830 0.0000 1.0000
3968151 0.0000 1.0000
3968182 0.0000 1.0000
3968242 0.0000 1.0000
3968263 0.0000 1.0000
3968584 0.0000 1.0000
3969095 0.0000 1.0000
3969980 0.0000 1.0000
3970011 0.0000 1.0000
3970074 0.0000 1.0000
3970124 0.0000 1.0000
3970348 0.0000 1.0000
3970355 0.0000 1.0000
3970423 0.0000 1.0000
3970429 0.0000 1.0000
3971330 0.0000 1.0000
3971410 0.0000 1.0000
3971762 0.0000 1.0000
3971788 0.0000 1.0000
3972423 0.0000 1.0000
3973047 0.0000 1.0000
3973544 0.0000 1.0000
3973584 0.0000 1.0000
3973704 0.0000 1.0000
3973734 0.0000 1.0000
3973760 0.0000 1.0000
3973795 0.0000 1.0000
3973819 0.0000 1.0000
3973849 0.0000 1.0000
3973864 0.0000 1.0000
3973915 0.0000 1.0000
3973975 0.0000 1.0000
3974152 0.0000 1.0000
3974306 0.0000 1.0000
3974538 0.0000 1.0000
3974553 0.0000 1.0000
3974783 0.0000 1.0000
3975054 0.0000 1.0000
3975255 0.0000 1.0000
3975333 0.0000 1.0000
3975468 0.0000 1.0000
3975499 0.0000 1.0000
3975510 0.0000 1.0000
3975567 0.0000 1.0000
3975651 0.0000 1.0000
3975662 0.0000 1.0000
3975715 0.0000 1.0000
3975725 0.0000 1.0000
3975766 0.0000 1.0000
3975864 0.0000 1.0000
3975918 0.0000 1.0000
3975932 0.0000 1.0000
3975975 0.0000 1.0000
3976001 0.0000 1.0000
3976036 0.0000 1.0000
3976167 0.0000 1.0000
3976288 0.0000 1.0000
3976376 0.0000 1.0000
3976385 0.0000 1.0000
3976475 0.0000 1.0000
3976503 0.0000 1.0000
3977312 0.0000 1.0000
3979619 0.0000 1.0000
3979787 0.0000 1.0000
3980058 0.0000 1.0000
3980337 0.0000 1.0000
3981855 0.0000 1.0000
3982138 0.0000 1.0000
3982274 0.0000 1.0000
3982344 0.0000 1.0000
3982571 0.0000 1.0000
3982630 0.0000 1.0000
3982671 0.0000 1.0000
3982759 0.0000 1.0000
3982902 0.0000 1.0000
3983359 0.0000 1.0000
3983398 0.0000 1.0000
3983803 0.0000 1.0000
3983923 0.0000 1.0000
3984005 0.0000 1.0000
3984297 0.0000 1.0000
3984420 0.0000 1.0000
3984652 0.0000 1.0000
3984823 0.0000 1.0000
3984860 0.0000 1.0000
3984975 0.0000 1.0000
3985102 0.0000 1.0000
3985338 0.0000 1.0000
3985359 0.0000 1.0000
3985659 0.0000 1.0000
3985959 0.0000 1.0000
3986318 0.0000 1.0000
3986616 0.0000 1.0000
3986680 0.0000 1.0000
3987059 0.0000 1.0000
3987272 0.0000 1.0000
3987592 0.0000 1.0000
3987763 0.0000 1.0000
3987832 0.0000 1.0000
3988028 0.0000 1.0000
3988050 0.0000 1.0000
3988356 0.0000 1.0000
3988516 0.0000 1.0000
3988564 0.0000 1.0000
3988813 0.0000 1.0000
3989223 0.0000 1.0000
3989404 0.0000 1.0000
3989474 0.0000 1.0000
3989825 0.0000 1.0000
3989840 0.0000 1.0000
3989883 0.0000 1.0000
3990189 0.0000 1.0000
3990432 0.0000 1.0000
3990879 0.0000 1.0000
3990961 0.0000 1.0000
3991072 0.0000 1.0000
3991109 0.0000 1.0000
3991292 0.0000 1.0000
3991308 0.0000 1.0000
3991355 0.0000 1.0000
3991367 0.0000 1.0000
3991378 0.0000 1.0000
3991724 0.0000 1.0000
3991812 0.0000 1.0000
3991838 0.0000 1.0000
3992124 0.0000 1.0000
3992274 0.0000 1.0000
3992388 0.0000 1.0000
3992425 0.0000 1.0000
3992929 0.0000 1.0000
3993330 0.0000 1.0000
3993565 0.0000 1.0000
3994101 0.0000 1.0000
3994291 0.0000 1.0000
3994341 0.0000 1.0000
3994403 0.0000 1.0000
3994765 0.0000 1.0000
3994908 0.0000 1.0000
3995143 0.0000 1.0000
3995168 0.0000 1.0000
3995341 0.0000 1.0000
3995434 0.0000 1.0000
3995775 0.0000 1.0000
3995895 0.0000 1.0000
3995904 0.0000 1.0000
3996180 0.0000 1.0000
3996303 0.0000 1.0000
3997211 0.0000 1.0000
3997468 0.0000 1.0000
3997621 0.0000 1.0000
3997785 0.0000 1.0000
3998303 0.0000 1.0000
3998619 0.0000 1.0000
3998654 0.0000 1.0000
3998679 0.0000 1.0000
3998719 0.0000 1.0000
3998743 0.0000 1.0000
3998758 0.0000 1.0000
3998802 0.0000 1.0000
3998900 0.0000 1.0000
3999031 0.0000 1.0000
3999092 0.0000 1.0000
3999164 0.0000 1.0000
3999686 0.0000 1.0000
4000042 0.0000 1.0000
4000159 0.0000 1.0000
4000165 0.0000 1.0000
4000188 0.0000 1.0000
4000249 0.0000 1.0000
4000267 0.0000 1.0000
4000285 0.0000 1.0000
4000316 0.0000 1.0000
4000331 0.0000 1.0000
4000346 0.0000 1.0000
4000373 0.0000 1.0000
4000397 0.0000 1.0000
4000426 0.0000 1.0000
4000685 0.0000 1.0000
4000850 0.0000 1.0000
4001009 0.0000 1.0000
4001084 0.0000 1.0000
4001251 0.0000 1.0000
4001265 0.0000 1.0000
4001371 0.0000 1.0000
4001517 0.0000 1.0000
4001778 0.0000 1.0000
4001969 0.0000 1.0000
4002081 0.0000 1.0000
4002322 0.0000 1.0000
4002410 0.0000 1.0000
4002422 0.0000 1.0000
4002450 0.0000 1.0000
4002465 0.0000 1.0000
4002526 0.0000 1.0000
4002556 0.0000 1.0000
4002622 0.0000 1.0000
4002712 0.0000 1.0000
4002832 0.0000 1.0000
4003032 0.0000 1.0000
4003517 0.0000 1.0000
4004538 0.0000 1.0000
4005028 0.0000 1.0000
4005046 0.0000 1.0000
4005071 0.0000 1.0000
4006294 0.0000 1.0000
4006357 0.0000 1.0000
4007712 0.0000 1.0000
4008148 0.0000 1.0000
4008479 0.0000 1.0000
4008896 0.0000 1.0000
4008919 0.0000 1.0000
4009186 0.0000 1.0000
4009349 0.0000 1.0000
4009463 0.0000 1.0000
4009524 0.0000 1.0000
4009627 0.0000 1.0000
4009655 0.0000 1.0000
4009699 0.0000 1.0000
4009999 0.0000 1.0000
4010028 0.0000 1.0000
4010187 0.0000 1.0000
4010226 0.0000 1.0000
4010281 0.0000 1.0000
4010329 0.0000 1.0000
4010403 0.0000 1.0000
4010437 0.0000 1.0000
4010501 0.0000 1.0000
4010612 0.0000 1.0000
4010621 0.0000 1.0000
4010793 0.0000 1.0000
4010913 0.0000 1.0000
4010975 0.0000 1.0000
4011004 0.0000 1.0000
4011091 0.0000 1.0000
4011152 0.0000 1.0000
4011794 0.0000 1.0000
4011963 0.0000 1.0000
4012326 0.0000 1.0000
4012408 0.0000 1.0000
4012658 0.0000 1.0000
4012691 0.0000 1.0000
4013078 0.0000 1.0000
4018510 0.0000 1.0000
4018587 0.0000 1.0000
4018749 0.0000 1.0000
4019758 0.0000 1.0000
4019929 0.0000 1.0000
4020240 0.0000 1.0000
4020618 0.0000 1.0000
4021086 0.0000 1.0000
4021221 0.0000 1.0000
4021263 0.0000 1.0000
4021481 0.0000 1.0000
4021878 0.0000 1.0000
4021955 0.0000 1.0000
4022188 0.0000 1.0000
4022196 0.0000 1.0000
4022275 0.0000 1.0000
4022309 0.0000 1.0000
4022359 0.0000 1.0000
4022360 0.0000 1.0000
4022422 0.0000 1.0000
4022433 0.0000 1.0000
4022441 0.0000 1.0000
4022467 0.0000 1.0000
4022704 0.0000 1.0000
4022813 0.0000 1.0000
4023227 0.0000 1.0000
4023298 0.0000 1.0000
4023382 0.0000 1.0000
4023414 0.0000 1.0000
4023455 0.0000 1.0000
4023484 0.0000 1.0000
4023677 0.0000 1.0000
4023850 0.0000 1.0000
4023993 0.0000 1.0000
4024328 0.0000 1.0000
4024464 0.0000 1.0000
4024563 0.0000 1.0000
4024725 0.0000 1.0000
4024766 0.0000 1.0000
4024811 0.0000 1.0000
4024967 0.0000 1.0000
4024978 0.0000 1.0000
4025032 0.0000 1.0000
4025218 0.0000 1.0000
4025480 0.0000 1.0000
4025537 0.0000 1.0000
4025910 0.0000 1.0000
4025941 0.0000 1.0000
4026068 0.0000 1.0000
4026571 0.0000 1.0000
4026685 0.0000 1.0000
4026706 0.0000 1.0000
4026867 0.0000 1.0000
4026982 0.0000 1.0000
4027030 0.0000 1.0000
4027413 0.0000 1.0000
4027658 0.0000 1.0000
4027772 0.0000 1.0000
4027843 0.0000 1.0000
4027906 0.0000 1.0000
4027973 0.0000 1.0000
4028108 0.0000 1.0000
4028168 0.0000 1.0000
4028211 0.0000 1.0000
4028243 0.0000 1.0000
4028452 0.0000 1.0000
4028474 0.0000 1.0000
4028493 0.0000 1.0000
4028513 0.0000 1.0000
4028526 0.0000 1.0000
4028556 0.0000 1.0000
4028576 0.0000 1.0000
4028722 0.0000 1.0000
4028743 0.0000 1.0000
4029189 0.0000 1.0000
4029275 0.0000 1.0000
4029318 0.0000 1.0000
4029481 0.0000 1.0000
4029528 0.0000 1.0000
4029557 0.0000 1.0000
4029611 0.0000 1.0000
4029708 0.0000 1.0000
4029927 0.0000 1.0000
4029993 0.0000 1.0000
4030037 0.0000 1.0000
4030048 0.0000 1.0000
4030093 0.0000 1.0000
4030133 0.0000 1.0000
4030190 0.0000 1.0000
4030285 0.0000 1.0000
4030330 0.0000 1.0000
4030336 0.0000 1.0000
4030346 0.0000 1.0000
4030392 0.0000 1.0000
4030429 0.0000 1.0000
4030436 0.0000 1.0000
4030631 0.0000 1.0000
4030750 0.0000 1.0000
4030774 0.0000 1.0000
4030790 0.0000 1.0000
4030912 0.0000 1.0000
4030920 0.0000 1.0000
4030974 0.0000 1.0000
4030982 0.0000 1.0000
4030990 0.0000 1.0000
4031012 0.0000 1.0000
4031033 0.0000 1.0000
4031046 0.0000 1.0000
4031155 0.0000 1.0000
4031165 0.0000 1.0000
4031286 0.0000 1.0000
4031365 0.0000 1.0000
4031410 0.0000 1.0000
4031416 0.0000 1.0000
4031456 0.0000 1.0000
4031502 0.0000 1.0000
4031529 0.0000 1.0000
4031560 0.0000 1.0000
4031734 0.0000 1.0000
4031752 0.0000 1.0000
4031763 0.0000 1.0000
4031812 0.0000 1.0000
4031914 0.0000 1.0000
4031922 0.0000 1.0000
4032122 0.0000 1.0000
4032135 0.0000 1.0000
4032158 0.0000 1.0000
4032195 0.0000 1.0000
4032237 0.0000 1.0000
4032297 0.0000 1.0000
4032304 0.0000 1.0000
4032310 0.0000 1.0000
4032326 0.0000 1.0000
4032901 0.0000 1.0000
4033052 0.0000 1.0000
4033133 0.0000 1.0000
4033689 0.0000 1.0000
4034013 0.0000 1.0000
4034193 0.0000 1.0000
4034360 0.0000 1.0000
4034536 0.0000 1.0000
4034544 0.0000 1.0000
4034632 0.0000 1.0000
4034670 0.0000 1.0000
4034713 0.0000 1.0000
4034729 0.0000 1.0000
4034834 0.0000 1.0000
4034878 0.0000 1.0000
4034951 0.0000 1.0000
4034965 0.0000 1.0000
4035001 0.0000 1.0000
4035056 0.0000 1.0000
4035102 0.0000 1.0000
4035115 0.0000 1.0000
4035217 0.0000 1.0000
4035228 0.0000 1.0000
4035264 0.0000 1.0000
4035291 0.0000 1.0000
4035344 0.0000 1.0000
4035352 0.0000 1.0000
4035407 0.0000 1.0000
4035453 0.0000 1.0000
4035486 0.0000 1.0000
4035513 0.0000 1.0000
4035549 0.0000 1.0000
4035589 0.0000 1.0000
4035597 0.0000 1.0000
4035607 0.0000 1.0000
4035691 0.0000 1.0000
4035736 0.0000 1.0000
4035774 0.0000 1.0000
4035855 0.0000 1.0000
4035894 0.0000 1.0000
4035940 0.0000 1.0000
4035964 0.0000 1.0000
4035980 0.0000 1.0000
4036171 0.0000 1.0000
4036178 0.0000 1.0000
4036205 0.0000 1.0000
4036233 0.0000 1.0000
4036375 0.0000 1.0000
4036381 0.0000 1.0000
4036473 0.0000 1.0000
4036487 0.0000 1.0000
4036559 0.0000 1.0000
4036628 0.0000 1.0000
4036647 0.0000 1.0000
4036685 0.0000 1.0000
4036762 0.0000 1.0000
4036767 0.0000 1.0000
4036787 0.0000 1.0000
4036847 0.0000 1.0000
4036879 0.0000 1.0000
4036893 0.0000 1.0000
4036898 0.0000 1.0000
4036903 0.0000 1.0000
4036976 0.0000 1.0000
4036980 0.0000 1.0000
4037006 0.0000 1.0000
4037061 0.0000 1.0000
4037073 0.0000 1.0000
4037104 0.0000 1.0000
4037115 0.0000 1.0000
4037740 0.0000 1.0000
4037878 0.0000 1.0000
4037909 0.0000 1.0000
4038023 0.0000 1.0000
4038471 0.0000 1.0000
4038486 0.0000 1.0000
4038620 0.0000 1.0000
4038716 0.0000 1.0000
4038724 0.0000 1.0000
4038776 0.0000 1.0000
4038841 0.0000 1.0000
4038846 0.0000 1.0000
4039184 0.0000 1.0000
4039231 0.0000 1.0000
4039764 0.0000 1.0000
4039813 0.0000 1.0000
4039848 0.0000 1.0000
4039932 0.0000 1.0000
4039989 0.0000 1.0000
4040092 0.0000 1.0000
4040566 0.0000 1.0000
4040597 0.0000 1.0000
4040828 0.0000 1.0000
4040858 0.0000 1.0000
4040885 0.0000 1.0000
4040957 0.0000 1.0000
4041011 0.0000 1.0000
4041621 0.0000 1.0000
4042145 0.0000 1.0000
4042181 0.0000 1.0000
4042187 0.0000 1.0000
4042358 0.0000 1.0000
4042486 0.0000 1.0000
4042493 0.0000 1.0000
4042557 0.0000 1.0000
4042569 0.0000 1.0000
4042619 0.0000 1.0000
4042639 0.0000 1.0000
4042702 0.0000 1.0000
4042721 0.0000 1.0000
4042726 0.0000 1.0000
4042776 0.0000 1.0000
4042790 0.0000 1.0000
4042805 0.0000 1.0000
4043180 0.0000 1.0000
4043514 0.0000 1.0000
4043632 0.0000 1.0000
4043809 0.0000 1.0000
4043830 0.0000 1.0000
4043851 0.0000 1.0000
4044139 0.0000 1.0000
4044196 0.0000 1.0000
4044245 0.0000 1.0000
4044480 0.0000 1.0000
4044651 0.0000 1.0000
4044664 0.0000 1.0000
4044738 0.0000 1.0000
4044765 0.0000 1.0000
4044916 0.0000 1.0000
4045161 0.0000 1.0000
4045461 0.0000 1.0000
4045712 0.0000 1.0000
4045795 0.0000 1.0000
4046006 0.0000 1.0000
4046014 0.0000 1.0000
4046041 0.0000 1.0000
4046180 0.0000 1.0000
4046570 0.0000 1.0000
4046693 0.0000 1.0000
4046866 0.0000 1.0000
4046915 0.0000 1.0000
4046928 0.0000 1.0000
4047008 0.0000 1.0000
4047025 0.0000 1.0000
4047033 0.0000 1.0000
4047276 0.0000 1.0000
4047907 0.0000 1.0000
4048030 0.0000 1.0000
4048198 0.0000 1.0000
4048212 0.0000 1.0000
4048398 0.0000 1.0000
4048481 0.0000 1.0000
4048482 0.0000 1.0000
4048545 0.0000 1.0000
4048586 0.0000 1.0000
4048762 0.0000 1.0000
4048830 0.0000 1.0000
4048894 0.0000 1.0000
4048922 0.0000 1.0000
4048970 0.0000 1.0000
4049362 0.0000 1.0000
4049387 0.0000 1.0000
4049434 0.0000 1.0000
4049547 0.0000 1.0000
4049597 0.0000 1.0000
4049659 0.0000 1.0000
4049723 0.0000 1.0000
4049728 0.0000 1.0000
4049827 0.0000 1.0000
4050178 0.0000 1.0000
4051000 0.0000 1.0000
4051012 0.0000 1.0000
4051029 0.0000 1.0000
4051081 0.0000 1.0000
4051196 0.0000 1.0000
4051236 0.0000 1.0000
4051343 0.0000 1.0000
4051414 0.0000 1.0000
4051569 0.0000 1.0000
4051613 0.0000 1.0000
4051616 0.0000 1.0000
4051639 0.0000 1.0000
4051681 0.0000 1.0000
4051683 0.0000 1.0000
4051769 0.0000 1.0000
4051795 0.0000 1.0000
4051802 0.0000 1.0000
4051804 0.0000 1.0000
4051812 0.0000 1.0000
4051817 0.0000 1.0000
4051855 0.0000 1.0000
4051931 0.0000 1.0000
4052041 0.0000 1.0000
